gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster
Lamp2	4.91E-12	0.561968113	0.322	0.522	1.52E-07	Endo
Hnrnpm	5.44E-12	0.537133989	0.218	0.333	1.69E-07	Endo
Rps27	3.05E-11	0.41401479	0.36	0.569	9.46E-07	Endo
Aplp2	4.44E-11	0.732786638	0.355	0.408	1.38E-06	Endo
Pkn2	5.89E-11	0.83383459	0.316	0.355	1.83E-06	Endo
Klf6	1.65E-09	0.439182385	0.185	0.268	5.13E-05	Endo
Ccnl2	3.24E-09	0.580050001	0.176	0.26	0.000100581	Endo
Ddx5	4.09E-09	0.741281966	0.409	0.533	0.000127053	Endo
Ncl	1.05E-08	0.716541627	0.347	0.406	0.000325615	Endo
Pabpc1	1.37E-08	0.479798782	0.365	0.58	0.00042691	Endo
Sept7	2.16E-08	0.581298191	0.302	0.472	0.000672169	Endo
Sf3b2	3.75E-08	0.531709775	0.202	0.294	0.001164392	Endo
Scaf11	5.35E-08	0.575375993	0.203	0.297	0.001660492	Endo
Snx6	5.87E-08	0.595588609	0.211	0.311	0.00182194	Endo
Zbtb20	8.13E-08	0.5957881	0.253	0.259	0.002523846	Endo
Mtss1	9.40E-08	0.819907783	0.271	0.299	0.002919604	Endo
Kif5b	1.26E-07	0.588614489	0.206	0.3	0.003917937	Endo
Phldb2	1.51E-07	0.571915283	0.188	0.272	0.004686778	Endo
Anp32a	1.73E-07	0.558940268	0.349	0.556	0.005367087	Endo
Rpl9	3.01E-07	0.373538619	0.418	0.671	0.009360651	Endo
Raph1	3.73E-07	0.780296821	0.254	0.273	0.011569456	Endo
Tuba1b	3.91E-07	0.526136197	0.321	0.486	0.012134129	Endo
Cd59a	5.79E-07	0.65756567	0.194	0.282	0.017988285	Endo
Canx	6.23E-07	0.456180018	0.368	0.565	0.019345121	Endo
Rpl27a	8.94E-07	0.254189071	0.465	0.743	0.02777029	Endo
Ptp4a2	1.09E-06	0.523101368	0.223	0.317	0.033737315	Endo
Acin1	3.18E-06	0.572908356	0.184	0.259	0.098676223	Endo
Eif4g1	3.22E-06	0.592612085	0.256	0.375	0.100112464	Endo
Lasp1	3.91E-06	0.503493056	0.192	0.268	0.121289216	Endo
Ewsr1	1.51E-05	0.619163	0.219	0.31	0.469970797	Endo
Nfkbia	4.28E-05	0.542957437	0.213	0.294	1	Endo
Tm9sf3	6.23E-05	0.601244859	0.291	0.428	1	Endo
Top1	9.07E-05	0.792346585	0.323	0.397	1	Endo
Scarb2	0.000101531	0.597947492	0.2	0.276	1	Endo
Zfand5	0.000111228	0.628234256	0.262	0.378	1	Endo
Tpr	0.00015641	0.607858251	0.302	0.446	1	Endo
Srsf10	0.00017377	0.607714826	0.204	0.281	1	Endo
Srsf6	0.00021795	0.570719122	0.185	0.251	1	Endo
Cggbp1	0.000439032	0.728353342	0.281	0.327	1	Endo
Srsf11	0.000494595	0.683407608	0.239	0.339	1	Endo
Atpif1	0.000913711	0.494740043	0.486	0.699	1	Endo
Eif4g2	0.001321495	0.647726568	0.382	0.501	1	Endo
Nucks1	0.001462686	0.51561297	0.19	0.251	1	Endo
Ubc	0.002110058	0.336321133	0.436	0.642	1	Endo
Hnrnpl	0.002279538	0.617981355	0.235	0.322	1	Endo
Snx2	0.004770337	0.63221352	0.192	0.256	1	Endo
Calm2	0.004889873	0.541434827	0.456	0.665	1	Endo
Vamp5	0.005237932	0.693596559	0.238	0.328	1	Endo
Actr2	0.00799612	0.654213205	0.241	0.272	1	Endo
Cltc	0.009197107	0.740741183	0.268	0.32	1	Endo
Spp1	0	2.872028843	0.897	0.318	0	Chol
Epcam	0	2.553364556	0.759	0.008	0	Chol
Mmp7	0	2.063521349	0.52	0.007	0	Chol
Gas6	0	2.016066886	0.844	0.088	0	Chol
Cldn7	0	1.962424033	0.698	0.033	0	Chol
Ankrd1	0	1.707230138	0.399	0.003	0	Chol
Bicc1	0	1.644345712	0.737	0.059	0	Chol
Cldn4	0	1.62396868	0.466	0.001	0	Chol
Igfbp7	0	1.590108704	0.82	0.168	0	Chol
Ezr	0	1.577894004	0.73	0.086	0	Chol
Cd24a	0	1.538933218	0.621	0.025	0	Chol
Tm4sf1	0	1.498974897	0.57	0.047	0	Chol
Pdzk1ip1	0	1.480817196	0.576	0.1	0	Chol
Scara3	0	1.388101104	0.617	0.004	0	Chol
Fxyd3	0	1.281480756	0.577	0.007	0	Chol
Ddit4l	0	1.276368787	0.543	0.042	0	Chol
Cryab	0	1.178283442	0.559	0.012	0	Chol
Rgs5	0	1.153383846	0.45	0.019	0	Chol
Dcdc2a	0	1.132839739	0.534	0.003	0	Chol
Krt7	0	1.087127431	0.459	0.001	0	Chol
Bcam	0	1.08477546	0.552	0.057	0	Chol
Ehf	0	1.050238675	0.471	0.001	0	Chol
Pkhd1	0	1.049344974	0.489	0.025	0	Chol
Anxa3	0	1.035891461	0.525	0.05	0	Chol
Wfdc2	0	1.033444195	0.504	0.015	0	Chol
Krt19	0	1.00945072	0.482	0.001	0	Chol
Tmem45a	0	0.993872122	0.439	0.002	0	Chol
Timp2	0	0.975962653	0.487	0.024	0	Chol
Prr15l	0	0.975018765	0.475	0.005	0	Chol
Tesc	0	0.93526816	0.45	0.008	0	Chol
Ctgf	0	0.923428949	0.358	0.03	0	Chol
Efemp1	0	0.851357495	0.451	0.003	0	Chol
Kcne3	0	0.801438658	0.423	0.008	0	Chol
Sftpd	0	0.800334581	0.399	0.002	0	Chol
Fgfr3	0	0.796798929	0.311	0.011	0	Chol
Tspan3	0	0.794947971	0.468	0.021	0	Chol
Cyba	0	0.779175589	0.603	0.086	0	Chol
Clcf1	0	0.778148364	0.383	0.034	0	Chol
Bex4	0	0.775140335	0.441	0.049	0	Chol
Slc25a4	0	0.774287611	0.527	0.051	0	Chol
Plp2	0	0.772370246	0.437	0.046	0	Chol
Serinc2	0	0.770569517	0.433	0.025	0	Chol
Serpinh1	0	0.756495557	0.469	0.035	0	Chol
Rab25	0	0.755500514	0.399	0.002	0	Chol
Muc1	0	0.754527086	0.374	0.001	0	Chol
Ddah2	0	0.741022313	0.457	0.031	0	Chol
Mal	0	0.687924138	0.362	0.002	0	Chol
Tinagl1	0	0.677925977	0.513	0.063	0	Chol
Casp12	0	0.666841357	0.376	0.037	0	Chol
Rab27b	0	0.641943988	0.345	0.002	0	Chol
Sema3c	0	0.630222543	0.254	0.001	0	Chol
Tnfaip8	0	0.626184655	0.405	0.028	0	Chol
Ctxn1	0	0.624431876	0.371	0.008	0	Chol
F3	0	0.618601596	0.32	0.018	0	Chol
Pdgfc	0	0.609924878	0.32	0.022	0	Chol
Kcnn4	0	0.608591383	0.309	0.008	0	Chol
Arrdc1	0	0.603436091	0.351	0.019	0	Chol
Spint1	0	0.60222731	0.344	0.002	0	Chol
Pamr1	0	0.581268966	0.302	0.002	0	Chol
Rhoj	0	0.556157717	0.392	0.028	0	Chol
Slc5a1	0	0.553266656	0.304	0.002	0	Chol
Celf2	0	0.54886646	0.324	0.026	0	Chol
Pdgfd	0	0.548845445	0.327	0.002	0	Chol
Ptpn13	0	0.548483094	0.263	0.002	0	Chol
St14	0	0.537890181	0.266	0.006	0	Chol
Rbms3	0	0.534723843	0.304	0.013	0	Chol
Fermt1	0	0.532997576	0.272	0.001	0	Chol
Elf3	0	0.530284954	0.275	0.02	0	Chol
Krtcap3	0	0.523204772	0.3	0.004	0	Chol
Ap1m2	0	0.510245498	0.317	0.001	0	Chol
Ppp2r2b	0	0.509788162	0.279	0.002	0	Chol
1700011H14Rik	0	0.498025129	0.309	0.003	0	Chol
Trim47	0	0.495467954	0.304	0.023	0	Chol
Kcnk1	0	0.46605639	0.284	0	0	Chol
Palm	0	0.465806199	0.291	0.017	0	Chol
Sestd1	0	0.462297023	0.27	0.011	0	Chol
Degs2	0	0.443605915	0.264	0	0	Chol
Sfn	0	0.442661516	0.254	0.005	0	Chol
Gm609	0	0.436512247	0.257	0.012	0	Chol
Cav1	0	0.435930246	0.255	0.007	0	Chol
Tmc4	0	0.431366404	0.266	0.007	0	Chol
Apobec3	0	0.426094633	0.284	0.02	0	Chol
Ecscr	0	0.41995968	0.3	0.013	0	Chol
Ramp1	0	0.419106365	0.277	0.008	0	Chol
Zc2hc1a	0	0.404427529	0.268	0.01	0	Chol
Atp6v0e2	0	0.390531436	0.261	0.01	0	Chol
St3gal6	0	0.374581484	0.259	0.016	0	Chol
Marcksl1	1.07E-307	0.771455933	0.556	0.084	3.33E-303	Chol
Gata6	1.43E-305	0.807673637	0.444	0.061	4.44E-301	Chol
Hspb1	4.52E-304	0.579177788	0.32	0.03	1.40E-299	Chol
Trim35	6.01E-303	0.424690496	0.293	0.024	1.87E-298	Chol
Sox4	2.92E-291	0.955184748	0.482	0.068	9.05E-287	Chol
Car2	2.30E-288	0.708422834	0.378	0.046	7.14E-284	Chol
Ltb	1.11E-287	0.667062872	0.286	0.025	3.46E-283	Chol
Sh2d4a	2.57E-277	0.69543127	0.412	0.058	7.97E-273	Chol
Tuba1a	1.55E-276	0.516927175	0.336	0.035	4.80E-272	Chol
S100a6	5.60E-275	1.552178298	0.574	0.103	1.74E-270	Chol
Oxct1	5.19E-270	0.389970285	0.279	0.025	1.61E-265	Chol
Tmem98	3.48E-269	0.649942737	0.399	0.055	1.08E-264	Chol
Tmsb10	5.52E-265	1.540422077	0.975	0.54	1.71E-260	Chol
Ckb	5.65E-259	0.487008317	0.333	0.036	1.76E-254	Chol
Kifc3	2.63E-253	0.995519371	0.527	0.104	8.17E-249	Chol
Sh3bgrl3	7.99E-249	1.212154922	0.649	0.16	2.48E-244	Chol
Cd74	1.53E-246	0.853522337	0.574	0.109	4.75E-242	Chol
Snhg18	4.63E-245	0.612406314	0.383	0.054	1.44E-240	Chol
Plscr3	1.41E-233	0.623381845	0.444	0.075	4.38E-229	Chol
Krt23	4.03E-229	0.827772423	0.428	0.074	1.25E-224	Chol
Sox9	1.87E-228	1.00841385	0.504	0.104	5.79E-224	Chol
Sparc	7.38E-228	0.584853552	0.709	0.152	2.29E-223	Chol
Emp2	4.87E-225	0.809162066	0.489	0.101	1.51E-220	Chol
Bmyc	1.35E-222	0.693659812	0.419	0.071	4.20E-218	Chol
Dsg2	2.97E-221	1.476519315	0.723	0.236	9.21E-217	Chol
Atp1b1	2.17E-215	1.508917591	0.773	0.335	6.75E-211	Chol
Cracr2b	6.90E-213	0.264515777	0.266	0.028	2.14E-208	Chol
Plaur	2.74E-212	0.509485673	0.275	0.031	8.49E-208	Chol
Ddr1	9.05E-211	0.630160545	0.345	0.051	2.81E-206	Chol
Csrp1	4.95E-209	0.630050458	0.41	0.071	1.54E-204	Chol
Ptma	2.07E-208	1.273920823	0.948	0.741	6.43E-204	Chol
Cdc42ep1	2.70E-200	0.809149233	0.516	0.122	8.39E-196	Chol
Flna	9.34E-200	0.526074168	0.365	0.054	2.90E-195	Chol
Agrn	2.89E-198	0.676091507	0.281	0.035	8.98E-194	Chol
Egr1	1.75E-193	1.289546743	0.871	0.408	5.45E-189	Chol
Clic1	6.76E-192	1.314464537	0.64	0.207	2.10E-187	Chol
Mfsd10	1.12E-191	0.401049007	0.257	0.03	3.49E-187	Chol
Actg1	1.54E-189	1.905395081	0.91	0.678	4.78E-185	Chol
Lurap1l	5.28E-188	1.356714092	0.622	0.213	1.64E-183	Chol
Qpct	8.56E-188	0.833016152	0.442	0.096	2.66E-183	Chol
H3f3b	1.11E-185	1.272569678	0.937	0.744	3.43E-181	Chol
Bik	5.56E-184	0.492239331	0.342	0.056	1.73E-179	Chol
Sorbs2	3.43E-183	1.378527122	0.696	0.259	1.06E-178	Chol
Crip1	1.52E-179	1.156521416	0.486	0.104	4.73E-175	Chol
Cyr61	3.72E-179	1.308870675	0.615	0.184	1.16E-174	Chol
Csrp2	5.19E-177	0.605177083	0.471	0.105	1.61E-172	Chol
Anxa5	1.90E-172	1.782058134	0.869	0.645	5.91E-168	Chol
Tmsb4x	1.45E-171	0.462001173	0.867	0.266	4.51E-167	Chol
Ucp2	1.89E-171	1.036117303	0.626	0.203	5.88E-167	Chol
Nfib	3.33E-164	1.055773368	0.698	0.24	1.03E-159	Chol
Rcn1	7.20E-162	0.279910888	0.266	0.036	2.23E-157	Chol
Pld1	4.79E-161	0.588231825	0.36	0.068	1.49E-156	Chol
Ift43	5.55E-157	0.567437015	0.394	0.085	1.72E-152	Chol
App	8.00E-156	0.82152851	0.752	0.289	2.48E-151	Chol
Ankrd10	1.99E-155	0.400985013	0.259	0.037	6.19E-151	Chol
Grb10	4.20E-154	0.394340535	0.273	0.04	1.30E-149	Chol
Cxcl16	1.54E-153	0.489984184	0.347	0.063	4.77E-149	Chol
Clu	2.50E-153	2.063334631	0.959	0.804	7.75E-149	Chol
Tsc22d1	2.26E-151	0.858722825	0.617	0.213	7.00E-147	Chol
Myof	7.14E-151	0.454621991	0.3	0.05	2.22E-146	Chol
Zbtb20	1.85E-149	1.060949046	0.685	0.251	5.75E-145	Chol
Clmn	7.28E-149	0.797085114	0.317	0.058	2.26E-144	Chol
Cirbp	9.34E-147	1.083239147	0.604	0.234	2.90E-142	Chol
Enpp5	1.20E-142	0.406521614	0.297	0.053	3.72E-138	Chol
Efhd2	4.16E-142	0.681493413	0.498	0.139	1.29E-137	Chol
Tpm4	4.08E-141	0.643363158	0.653	0.219	1.27E-136	Chol
Socs2	1.30E-138	0.848418956	0.532	0.174	4.02E-134	Chol
Rhob	9.04E-136	0.795527521	0.577	0.191	2.81E-131	Chol
Pbx1	4.80E-135	0.632123047	0.299	0.054	1.49E-130	Chol
Npdc1	7.50E-135	0.710017596	0.496	0.154	2.33E-130	Chol
Ier3	2.73E-134	1.155517232	0.651	0.264	8.49E-130	Chol
Krt8	5.98E-134	1.014394377	0.894	0.579	1.86E-129	Chol
Fmo2	6.59E-133	0.670521276	0.306	0.06	2.04E-128	Chol
Chmp4c	7.04E-132	0.614900301	0.327	0.069	2.19E-127	Chol
Hnf1b	9.26E-132	0.441651118	0.252	0.041	2.87E-127	Chol
Nfix	1.40E-131	0.866658273	0.421	0.107	4.36E-127	Chol
Cpne8	1.90E-131	0.731341408	0.478	0.147	5.91E-127	Chol
1700037H04Rik	5.89E-129	0.401548456	0.308	0.062	1.83E-124	Chol
Snx17	6.45E-129	0.466065362	0.381	0.091	2.00E-124	Chol
Nectin2	1.30E-128	0.873048233	0.529	0.186	4.04E-124	Chol
Hsp90ab1	1.57E-128	0.810359782	0.937	0.773	4.89E-124	Chol
Cd2ap	8.49E-127	1.011365943	0.667	0.277	2.64E-122	Chol
Relb	5.41E-126	0.520462646	0.308	0.062	1.68E-121	Chol
Junb	3.19E-125	0.991993354	0.874	0.564	9.90E-121	Chol
Chd9	8.56E-125	1.135711185	0.728	0.394	2.66E-120	Chol
Bgn	1.39E-124	0.508731377	0.302	0.055	4.31E-120	Chol
Jun	3.21E-124	1.022656858	0.86	0.49	9.96E-120	Chol
Lipt2	3.27E-122	0.426124458	0.297	0.061	1.01E-117	Chol
Ier2	5.08E-122	1.299691106	0.775	0.475	1.58E-117	Chol
Tmem123	1.55E-121	0.404487574	0.295	0.058	4.82E-117	Chol
Thra	1.29E-120	0.485110413	0.354	0.081	4.02E-116	Chol
Nedd4	1.31E-120	0.823885419	0.818	0.472	4.07E-116	Chol
Ccnd1	8.88E-118	0.738624614	0.638	0.247	2.76E-113	Chol
Cav2	1.35E-117	0.514365072	0.381	0.098	4.19E-113	Chol
Tes	1.16E-116	0.505996034	0.345	0.082	3.62E-112	Chol
Zfp36l2	3.59E-116	0.590131033	0.469	0.139	1.11E-111	Chol
Hbegf	1.26E-115	0.734792484	0.406	0.111	3.92E-111	Chol
S100a11	5.40E-115	1.177682102	0.685	0.369	1.68E-110	Chol
Iqgap1	8.91E-115	0.459167782	0.45	0.12	2.77E-110	Chol
Atf3	2.60E-114	1.34782005	0.646	0.278	8.07E-110	Chol
Klf6	1.86E-113	0.880622872	0.619	0.252	5.77E-109	Chol
Vezf1	1.24E-112	0.424596151	0.324	0.073	3.84E-108	Chol
Tgfb2	1.62E-112	0.523450376	0.279	0.056	5.04E-108	Chol
Afdn	8.45E-111	0.616893258	0.424	0.123	2.62E-106	Chol
Lmo4	2.09E-110	0.632121823	0.433	0.128	6.50E-106	Chol
F11r	9.03E-110	0.892771991	0.755	0.46	2.80E-105	Chol
Timp3	1.31E-109	0.704947889	0.365	0.084	4.06E-105	Chol
Ano6	8.38E-109	0.393964331	0.299	0.061	2.60E-104	Chol
Elovl7	8.94E-109	0.453970771	0.344	0.087	2.77E-104	Chol
Anxa4	4.07E-107	1.220298914	0.673	0.413	1.26E-102	Chol
Slc44a3	2.41E-105	0.505048698	0.309	0.074	7.49E-101	Chol
Fundc2	3.39E-105	0.566635321	0.464	0.153	1.05E-100	Chol
Tuft1	3.81E-105	0.415623148	0.255	0.051	1.18E-100	Chol
Tead1	5.97E-105	0.551113524	0.263	0.051	1.85E-100	Chol
Onecut2	8.50E-105	0.731354359	0.345	0.089	2.64E-100	Chol
Magi1	4.55E-104	0.497951455	0.302	0.069	1.41E-99	Chol
Map3k1	6.67E-103	0.6372656	0.266	0.054	2.07E-98	Chol
Spint2	3.36E-102	0.954225092	0.694	0.416	1.04E-97	Chol
Gipc2	3.98E-101	0.396556646	0.268	0.058	1.24E-96	Chol
Tshz2	1.26E-100	0.422547178	0.273	0.057	3.90E-96	Chol
Hcfc1r1	1.38E-100	0.805381939	0.559	0.246	4.27E-96	Chol
Tm4sf4	1.73E-100	1.219732612	0.761	0.577	5.38E-96	Chol
Pebp1	2.58E-99	0.969400754	0.725	0.472	8.03E-95	Chol
Add1	4.13E-99	0.476797513	0.36	0.095	1.28E-94	Chol
Id1	4.10E-98	0.759585941	0.484	0.17	1.27E-93	Chol
Birc2	1.26E-97	0.557408203	0.331	0.084	3.92E-93	Chol
Syne2	1.99E-97	0.609523238	0.272	0.059	6.17E-93	Chol
Lims1	1.35E-96	0.63958081	0.513	0.201	4.20E-92	Chol
Pnrc1	1.59E-96	1.018884795	0.763	0.546	4.94E-92	Chol
Lpp	2.39E-96	0.607548654	0.487	0.168	7.43E-92	Chol
Malat1	2.72E-96	0.697003044	0.998	0.702	8.46E-92	Chol
Pkn2	1.26E-94	0.644088953	0.689	0.344	3.90E-90	Chol
Vcam1	2.13E-94	0.555436438	0.453	0.147	6.61E-90	Chol
Nfkbia	3.42E-94	0.811134611	0.608	0.279	1.06E-89	Chol
Ccdc34	3.77E-94	0.542048404	0.453	0.15	1.17E-89	Chol
Pik3ap1	5.04E-94	0.369089464	0.275	0.065	1.57E-89	Chol
Tcf3	3.60E-93	0.33248821	0.293	0.07	1.12E-88	Chol
Ttc3	6.61E-93	0.514833544	0.399	0.12	2.05E-88	Chol
H2-K1	1.14E-92	0.636336949	0.928	0.716	3.55E-88	Chol
Dstn	1.59E-92	0.72416335	0.811	0.57	4.93E-88	Chol
Myl12b	2.06E-92	1.298138162	0.752	0.57	6.39E-88	Chol
Tfdp2	1.79E-91	0.459782841	0.315	0.084	5.56E-87	Chol
Shisa5	7.77E-91	0.657519245	0.495	0.198	2.41E-86	Chol
Nudt19	9.62E-91	1.187945439	0.597	0.327	2.99E-86	Chol
S100a16	8.35E-90	0.658379486	0.601	0.292	2.59E-85	Chol
Mfge8	3.38E-89	0.796291557	0.57	0.258	1.05E-84	Chol
Cadm1	1.39E-88	0.562886682	0.371	0.113	4.32E-84	Chol
Ywhaz	1.90E-88	0.764659705	0.748	0.496	5.91E-84	Chol
Hes1	6.99E-88	0.943036411	0.664	0.341	2.17E-83	Chol
Cdk4	7.66E-88	0.688817261	0.541	0.249	2.38E-83	Chol
Zfp664	4.43E-86	0.472763397	0.356	0.106	1.38E-81	Chol
Palmd	8.83E-85	0.810413092	0.527	0.243	2.74E-80	Chol
Myl6	1.66E-84	0.525753397	0.923	0.787	5.16E-80	Chol
Ccnd2	2.95E-84	0.2952022	0.302	0.071	9.16E-80	Chol
Ilf2	3.30E-84	0.4656948	0.372	0.118	1.02E-79	Chol
Selenom	3.80E-84	0.54942176	0.442	0.163	1.18E-79	Chol
Hmgn1	3.98E-84	0.843489796	0.741	0.531	1.24E-79	Chol
Hnrnph3	6.75E-84	0.373633094	0.318	0.087	2.10E-79	Chol
Tspan7	2.90E-83	0.361183824	0.462	0.168	8.99E-79	Chol
Rcn2	1.01E-82	0.404602591	0.365	0.116	3.14E-78	Chol
Tpr	8.94E-82	0.599886454	0.723	0.424	2.78E-77	Chol
Stt3b	5.54E-81	0.733951199	0.532	0.249	1.72E-76	Chol
Kmt2e	2.30E-80	0.527657821	0.505	0.213	7.15E-76	Chol
Cxadr	3.43E-80	0.779656565	0.646	0.376	1.07E-75	Chol
Srrm2	7.74E-80	0.575861377	0.77	0.484	2.40E-75	Chol
Pnn	8.92E-80	0.478734516	0.419	0.15	2.77E-75	Chol
Prmt1	1.17E-79	0.608568301	0.437	0.175	3.64E-75	Chol
Txnip	3.65E-79	0.53904283	0.619	0.287	1.13E-74	Chol
Stmn1	7.04E-79	0.558380884	0.363	0.113	2.19E-74	Chol
Pold3	4.21E-78	0.329232264	0.275	0.072	1.31E-73	Chol
Alcam	8.00E-78	0.827224318	0.655	0.364	2.48E-73	Chol
Arl6ip1	8.65E-78	0.755891674	0.692	0.428	2.69E-73	Chol
Il10rb	1.49E-77	0.311399544	0.288	0.078	4.64E-73	Chol
Msi2	2.33E-77	0.60058195	0.353	0.11	7.22E-73	Chol
Dsp	5.88E-77	0.55868621	0.304	0.088	1.83E-72	Chol
Maf1	2.85E-76	0.359939049	0.326	0.1	8.84E-72	Chol
Actb	4.07E-76	0.490977743	0.942	0.873	1.26E-71	Chol
2010111I01Rik	1.90E-75	0.493100846	0.41	0.154	5.89E-71	Chol
Hmgb2	3.72E-75	0.427266349	0.39	0.126	1.15E-70	Chol
Myl12a	4.09E-75	0.992487724	0.714	0.531	1.27E-70	Chol
Aplp2	3.50E-74	0.750540012	0.71	0.397	1.09E-69	Chol
Khdrbs1	5.77E-74	0.453870575	0.432	0.165	1.79E-69	Chol
Hmgb1	6.02E-74	0.631349057	0.811	0.629	1.87E-69	Chol
Dusp1	1.06E-73	0.760427779	0.561	0.264	3.28E-69	Chol
Slc43a2	1.87E-73	0.303909984	0.27	0.066	5.81E-69	Chol
Ctnna1	2.18E-73	0.543862736	0.576	0.286	6.77E-69	Chol
Nenf	3.61E-72	0.6465026	0.662	0.41	1.12E-67	Chol
Ces1d	4.42E-72	0.966202355	0.46	0.206	1.37E-67	Chol
Capns1	8.24E-72	0.832059674	0.638	0.416	2.56E-67	Chol
Dock7	1.91E-71	0.360970687	0.255	0.067	5.93E-67	Chol
Hnrnpk	5.83E-71	0.600323082	0.781	0.587	1.81E-66	Chol
Ctnnb1	6.38E-71	0.67142624	0.603	0.314	1.98E-66	Chol
Ddx39b	3.22E-70	0.580345991	0.601	0.33	1.00E-65	Chol
Ptov1	3.42E-70	0.571440966	0.469	0.214	1.06E-65	Chol
Cyb561	1.00E-69	0.407133986	0.295	0.091	3.11E-65	Chol
Laptm4b	2.91E-69	0.62338805	0.457	0.212	9.02E-65	Chol
Me1	3.49E-69	0.486411461	0.374	0.137	1.08E-64	Chol
Pawr	4.68E-69	0.414826914	0.315	0.103	1.45E-64	Chol
Glul	2.17E-68	0.276748924	0.281	0.077	6.73E-64	Chol
Fnbp1l	2.42E-68	0.573593713	0.493	0.216	7.52E-64	Chol
Ktn1	3.22E-68	0.550803744	0.469	0.185	1.00E-63	Chol
Ywhaq	4.02E-68	0.838825754	0.644	0.441	1.25E-63	Chol
Cdkn1b	4.60E-68	0.355656454	0.327	0.104	1.43E-63	Chol
Itgav	1.30E-67	0.409948146	0.268	0.076	4.03E-63	Chol
Sptssa	1.33E-67	0.771375148	0.646	0.439	4.12E-63	Chol
Npm1	1.43E-67	0.598441297	0.75	0.524	4.44E-63	Chol
Ywhae	3.28E-67	0.567198519	0.788	0.591	1.02E-62	Chol
Akap9	4.47E-67	0.525445103	0.428	0.179	1.39E-62	Chol
Itm2c	8.34E-67	0.495695093	0.723	0.465	2.59E-62	Chol
Leprot	8.79E-67	0.364015718	0.403	0.156	2.73E-62	Chol
Aldoa	1.00E-66	1.004841407	0.621	0.417	3.12E-62	Chol
Ddx5	1.61E-66	0.565867461	0.764	0.514	4.99E-62	Chol
Gadd45b	2.27E-66	0.428775326	0.297	0.091	7.04E-62	Chol
Hnrnpa3	2.30E-66	0.574074222	0.818	0.635	7.13E-62	Chol
Bckdk	2.73E-66	0.364881274	0.299	0.094	8.46E-62	Chol
Ywhah	5.44E-66	0.649175275	0.655	0.417	1.69E-61	Chol
Pdgfa	6.40E-66	0.550860615	0.376	0.147	1.99E-61	Chol
Ocln	4.46E-65	0.342121938	0.257	0.074	1.39E-60	Chol
Tia1	5.13E-65	0.324801211	0.275	0.079	1.59E-60	Chol
Cbx5	5.77E-65	0.592493208	0.423	0.176	1.79E-60	Chol
Hnrnpa1	8.11E-65	0.658303169	0.547	0.305	2.52E-60	Chol
Smim22	9.19E-65	0.686993333	0.509	0.239	2.85E-60	Chol
Rhoa	1.02E-64	0.645603807	0.705	0.508	3.18E-60	Chol
Dnajc1	2.14E-64	0.645498105	0.531	0.27	6.66E-60	Chol
Gmds	2.83E-64	0.324420602	0.266	0.08	8.80E-60	Chol
Cldn3	2.85E-64	0.892146067	0.651	0.454	8.85E-60	Chol
Pak2	3.14E-64	0.539296863	0.561	0.289	9.74E-60	Chol
Cdh1	4.63E-64	0.868049513	0.448	0.2	1.44E-59	Chol
Tra2a	4.64E-64	0.479216892	0.39	0.143	1.44E-59	Chol
Fos	5.71E-64	0.766986096	0.772	0.479	1.77E-59	Chol
Gm42031	5.91E-64	0.557160038	0.387	0.157	1.84E-59	Chol
Sgk1	6.65E-64	0.355154153	0.378	0.129	2.07E-59	Chol
Rbm39	9.88E-64	0.568030327	0.763	0.493	3.07E-59	Chol
H2-D1	1.81E-63	0.568139374	0.845	0.664	5.63E-59	Chol
Atp1a1	2.01E-63	0.643718282	0.61	0.35	6.25E-59	Chol
Ahnak	2.59E-63	0.571472791	0.304	0.095	8.04E-59	Chol
Tgif1	3.41E-63	0.55212861	0.424	0.184	1.06E-58	Chol
Ypel2	5.17E-63	0.441534257	0.288	0.09	1.60E-58	Chol
Matr3	2.68E-62	0.511680103	0.489	0.234	8.34E-58	Chol
Dpp8	3.27E-62	0.324183164	0.302	0.094	1.02E-57	Chol
Ncl	3.73E-62	0.528634851	0.685	0.394	1.16E-57	Chol
Pafah1b1	4.38E-62	0.515897904	0.716	0.441	1.36E-57	Chol
Taf1d	4.60E-62	0.583441908	0.403	0.155	1.43E-57	Chol
2210016L21Rik	1.34E-61	0.315791968	0.295	0.096	4.16E-57	Chol
Atpif1	2.57E-61	0.480314775	0.862	0.671	7.99E-57	Chol
Hmgb3	2.86E-61	0.457454957	0.369	0.145	8.89E-57	Chol
Fosb	3.56E-61	0.783118433	0.408	0.163	1.11E-56	Chol
Nipsnap2	5.00E-61	0.272187606	0.261	0.077	1.55E-56	Chol
Csnk1a1	1.03E-60	0.570001155	0.68	0.406	3.21E-56	Chol
Fbxl5	1.48E-60	0.416187246	0.349	0.131	4.58E-56	Chol
Id2	2.43E-60	0.633767718	0.721	0.506	7.54E-56	Chol
Aff4	3.72E-60	0.514698477	0.451	0.203	1.16E-55	Chol
Tagln2	5.52E-60	0.927906918	0.651	0.474	1.71E-55	Chol
Lrrc42	6.62E-60	0.41475489	0.345	0.131	2.06E-55	Chol
Rtn4	7.11E-60	0.668218492	0.633	0.406	2.21E-55	Chol
Fus	8.67E-60	0.504375742	0.68	0.386	2.69E-55	Chol
Slc6a6	1.31E-59	0.617329982	0.466	0.217	4.07E-55	Chol
