source	term_name	term_id	adjusted_p_value	negative_log10_of_adjusted_p_value	Fold_enrichment	term_size	query_size	intersection_size	effective_domain_size	intersections
GO:BP	regulation of apoptotic signaling pathway	GO:2001233	8.89E-07	6.051275803	2.861318586	409	802	44	21331	AGT,BCAP31,CHCHD10,CIDEB,CLU,CTSH,ERP29,FAM162A,FGA,FGB,FGG,FIS1,GCLM,GPX1,GRINA,GSTP1,HERPUD1,MIF,MTCH2,NDUFA13,NDUFS3,P4HB,PAM16,PARK7,PDCD5,PDIA3,PLSCR1,PPIA,PPP1CA,PRDX2,PRELID1,RPL11,RPL26,RPS3,RPS7,SH3GLB1,SLC25A5,SLC9A3R1,SOD2,TNFRSF12A,TPT1,UBB,VDAC2,XBP1
GO:BP	apoptotic signaling pathway	GO:0097190	1.12086E-06	5.950448142	2.465970835	604	802	56	21331	AGT,ALDH2,ARL6IP5,BCAP31,CEBPB,CHCHD10,CIDEB,CLU,CTSH,DAP,ERP29,FAM162A,FGA,FGB,FGG,FIS1,GABARAP,GCLM,GPX1,GRINA,GSTP1,HERPUD1,HINT1,IFI27,IFI27L2B,KRT18,LCN2,MIF,MTCH2,NDUFA13,NDUFS3,P4HB,PAM16,PARK7,PDCD5,PDIA3,PERP,PLSCR1,PPIA,PPP1CA,PRDX2,PRELID1,RPL11,RPL26,RPS3,RPS7,SELENOK,SH3GLB1,SLC25A5,SLC9A3R1,SOD2,TNFRSF12A,TPT1,UBB,VDAC2,XBP1
GO:BP	response to drug	GO:0042493	1.37203E-06	5.862635983	2.67645352	477	802	48	21331	AGPAT2,AKR1C6,ALAD,ASS1,COMT,CPB2,CST3,CYP1A2,CYP2A12,CYP2A4,CYP2C68,CYP2C70,CYP2D22,CYP2D26,CYP2D9,DAD1,EEF1A1,FBP1,GCLM,GSTM1,GSTM3,GSTT1,HADH,HSP90AB1,IGFBP2,LCN2,LDHA,MGST1,PEBP1,PEMT,PHB,QDPR,RANBP1,RAP1A,RHOA,RPL18A,S100A10,SLC10A1,SOD2,SRP14,SRP72,TDO2,TSPO,TXN2,UGT1A1,UQCRC2,UQCRFS1,XBP1
GO:BP	cellular nitrogen compound metabolic process	GO:0034641	1.1866E-06	5.925694238	1.341254912	6187	802	312	21331	ACAT1,ACP5,ADK,ADRM1,AES,AGT,AHCY,AK2,AK6,AKR1C6,ALAD,ALDOA,ALDOB,ANG,ANXA4,APRT,ARF4,ASPDH,ASS1,ATP5B,ATP5C1,ATP5D,ATP5F1,ATP5G1,ATP5G2,ATP5G3,ATP5J,AURKAIP1,BCCIP,BLVRB,C1QBP,CCT5,CCT7,CCT8,CD47,CD81,CEBPB,CELA1,CENPX,CERS2,CHCHD10,CHCHD2,CHCHD3,CIB1,CLU,CNBP,COA3,COMT,CPN1,CREG1,CTSH,CTSL,CYC1,CYP2D22,DAP,DDAH1,DDRGK1,DGAT2,DNAJB11,DNAJC3,EDF1,EEF1A1,EEF1D,EIF1,EIF2S1,EIF3F,EIF3H,EIF3I,EIF3K,EIF3M,EIF4E2,EIF4EBP1,EIF5A,EIF6,ELOB,ENO1,FAU,FBP1,FBXO6,FH1,FOXA3,GALK1,GAMT,GAPDH,GCLM,GFER,GLMP,GLO1,GLYAT,GNMT,GNPNAT1,GPI1,GPX1,GPX4,GSS,GSTA3,GSTA4,GSTM1,GSTM2,GSTM3,GSTM6,GSTM7,GSTP1,GSTT1,GSTT3,GSTZ1,GTF2B,GUK1,H2AFJ,H2AFZ,H3F3A,H3F3B,HAAO,HAGH,HINT1,HMGB1,HMGCL,HMGN1,HNRNPF,HSBP1,HSD11B1,HSD17B10,HSP90AB1,HSPA8,IDH1,IDH2,IER2,IFI27,IFNAR2,KXD1,LITAF,MAD2L2,MAP2K2,MGST1,MIF,MLF2,MPC1,MPC2,MRPL12,MRPL14,MRPL15,MRPL17,MRPL20,MRPL21,MRPL22,MRPL30,MRPL34,MRPL35,MRPL43,MRPL55,MRPL58,MRPS10,MRPS12,MRPS14,MRPS15,MRPS16,MRPS17,MRPS18A,MRPS18B,MRPS24,MRPS34,MRPS7,MTCH2,MTHFS,MTHFSL,MYDGF,NACA,NAXE,NDFIP1,NDUFA13,NDUFA7,NEDD8,NIT2,NME2,NR0B2,NT5C,NUDT4,OAZ1,PA2G4,PAIP2,PAM16,PARK7,PCBD1,PCBP1,PEBP1,PEMT,PFDN5,PFN1,PGAM1,PGK1,PGRMC1,PHB,PHB2,PLSCR1,PMVK,PNKD,POLD4,POLR1D,PPIA,PPP1CA,PRDX2,PRDX3,PRDX5,PSENEN,PSMA6,PSMC2,PSMC4,QDPR,QPRT,RAC1,RAN,RBM3,RBX1,RCL1,REXO2,RHOA,RIDA,RNASE4,RPL10A,RPL10-PS3,RPL11,RPL13,RPL14,RPL15,RPL18,RPL18A,RPL19,RPL21,RPL24,RPL26,RPL27,RPL28,RPL29,RPL3,RPL31,RPL32,RPL34,RPL36,RPL36AL,RPL6,RPL7,RPL7A,RPL8,RPL9-PS6,RPLP0,RPS11,RPS14,RPS15A,RPS16,RPS18,RPS19,RPS2,RPS20,RPS24,RPS26,RPS3,RPS3A1,RPS4X,RPS5,RPS6,RPS7,RPSA,RTRAF,SAT1,SCP2,SEC11A,SEC11C,SFR1,SLC25A39,SNRPD2,SNU13,SOD2,SPCS1,SPCS2,SPR,SPTSSA,SQSTM1,SRA1,SRM,SSU72,STK16,STOML2,STUB1,SUCLG1,SUMO2,SWI5,TDO2,TMED10,TMED2,TMEM14C,TNFSF13,TPI1,TRMT112,TSPO,TTR,TUFM,U2AF1,UBA52,UBE2D3,UBE2I,UBE2L3,UBE2N,UBE2V1,UOX,UPB1,UQCC2,URAH,XBP1,YBX1,YWHAQ,ZFP706,ZNHIT1
GO:BP	protein maturation	GO:0051604	2.08515E-06	5.680861726	3.243567909	287	802	35	21331	AMBP,ANGPTL8,APOH,CIDEB,CPB2,CPN1,CTSH,CTSL,CTSZ,DNAJB11,FAM96A,FGA,FGB,FGG,GCSH,GLRX3,GLRX5,HGFAC,HP,ISCA2,NDUFAB1,PERP,PGK1,PMPCB,PRDX4,PSENEN,SEC11A,SEC11C,SPCS1,SPCS2,STOML2,STUB1,TMEM208,TMEM59,UQCRC2
GO:BP	response to hormone	GO:0009725	1.51477E-06	5.819653934	2.130083341	924	802	74	21331	ACAT1,ADIPOR1,ADRM1,AGT,AGXT,AHSG,AKR1C18,AKR1C6,ALAD,ALDOB,ANG,ANGPTL3,ANXA2,ANXA5,APRT,ARPC1B,ASS1,BSG,CALM1,CFB,CFL1,COMT,COX5B,CPN1,CSNK2B,CTSH,CTSL,CYC1,DDRGK1,ECHDC3,EIF4EBP1,EIF5A,EIF6,FGB,GCLM,GJB2,GPI1,GSTP1,H2AFZ,H3F3A,H3F3B,HADH,HMGB1,HSD3B3,IDH1,IGFBP1,IGFBP2,KHK,LDHA,NME2,PARK7,PEBP1,PHB,PHB2,QDPR,RARRES2,RBP4,RHOA,SERPINA12,SERPINA1B,SERPINA1D,SERPINA1E,SERPINA3M,SERPINF1,SFR1,SRA1,TSPO,TXN2,UBE2I,UBE2L3,UGT1A1,UQCRFS1,XBP1,YBX1
GO:BP	ribosome assembly	GO:0042255	3.4549E-06	5.461564414	6.547017073	65	802	16	21331	C1QBP,EIF6,MRPL20,MRPL22,MRPS7,RPL10-PS3,RPL11,RPL24,RPL3,RPL6,RPLP0,RPS10,RPS14,RPS19,RPS2,RPSA
GO:BP	alpha-amino acid metabolic process	GO:1901605	5.64091E-06	5.248650875	3.799608123	189	802	27	21331	ACAT1,AGXT,AHCY,ALDH8A1,ASS1,COMT,CYP2D22,DDAH1,FAH,GAMT,GCLM,GCSH,GLUD1,GLYAT,GNMT,GSTZ1,HAAO,HMGCL,HPD,NIT2,PARK7,PCBD1,PEMT,QDPR,SEPHS2,TDO2,TST
GO:BP	protein catabolic process	GO:0030163	9.20195E-06	5.036119926	2.06803725	926	802	72	21331	ADRM1,AK6,ALAD,AMBP,ANXA2,AUP1,BCAP31,CD81,CELA1,CLPP,CLU,CST3,CTSA,CTSH,CTSL,CTSZ,DDRGK1,DERL1,DERL2,DNAJC3,FBXO6,GABARAPL2,GPX1,HERPUD1,HSP90AB1,HSPA8,ISG15,MAD2L2,NDFIP1,NDUFA13,NEDD8,OAZ1,PARK7,PHB,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB5,PSMB6,PSMB8,PSMC2,PSMC4,PSMD12,PSMD4,PSMD7,PSMD8,PSME1,PSME2,RBX1,RPL11,RPS7,SDF2L1,SEC61B,SKP1A,SNX3,STUB1,SUMO2,UBA52,UBB,UBE2D3,UBE2I,UBE2L3,UBE2N,UQCC2,VPS28,XBP1
GO:BP	negative regulation of endopeptidase activity	GO:0010951	1.24448E-05	4.905010347	3.157228332	278	802	33	21331	A2ML1,AHSG,AMBP,ANXA2,BST2,CST3,CSTB,FABP1,FETUB,GAPDH,GPI1,GPX1,HERPUD1,HRG,KNG1,KNG2,PARK7,PEBP1,PRDX3,PRDX5,SERPINA10,SERPINA12,SERPINA1B,SERPINA1D,SERPINA1E,SERPINA3M,SERPINC1,SERPIND1,SERPINF1,SERPING1,SLPI,SPINT2,VTN
GO:BP	negative regulation of blood coagulation	GO:0030195	1.41893E-05	4.848038216	7.683651981	45	802	13	21331	ANXA2,ANXA5,APOH,CD9,CPB2,F2,FGA,FGB,FGG,KNG1,KNG2,PROC,SERPING1
GO:BP	regulation of blood coagulation	GO:0030193	1.48158E-05	4.82927524	5.582140328	81	802	17	21331	ANXA2,ANXA5,APOH,CD9,CPB2,F2,FGA,FGB,FGG,HRG,KNG1,KNG2,PRDX2,PROC,SERPINC1,SERPING1,VKORC1
GO:BP	regulation of hemostasis	GO:1900046	1.80439E-05	4.743668933	5.514065446	82	802	17	21331	ANXA2,ANXA5,APOH,CD9,CPB2,F2,FGA,FGB,FGG,HRG,KNG1,KNG2,PRDX2,PROC,SERPINC1,SERPING1,VKORC1
GO:BP	negative regulation of hemostasis	GO:1900047	1.91026E-05	4.718907313	7.516616069	46	802	13	21331	ANXA2,ANXA5,APOH,CD9,CPB2,F2,FGA,FGB,FGG,KNG1,KNG2,PROC,SERPING1
GO:BP	aldehyde catabolic process	GO:0046185	2.05987E-05	4.686159183	15.19843249	14	802	8	21331	ADH5,AGXT,AKR1A1,ESD,GLO1,HAGH,PARK7,PNKD
GO:BP	ATP synthesis coupled proton transport	GO:0015986	2.27157E-05	4.643674687	10.63890274	25	802	10	21331	ATP5B,ATP5C1,ATP5D,ATP5F1,ATP5G1,ATP5G2,ATP5G3,ATP5J,CYC1,STOML2
GO:BP	energy coupled proton transport, down electrochemical gradient	GO:0015985	2.27157E-05	4.643674687	10.63890274	25	802	10	21331	ATP5B,ATP5C1,ATP5D,ATP5F1,ATP5G1,ATP5G2,ATP5G3,ATP5J,CYC1,STOML2
GO:BP	secondary alcohol metabolic process	GO:1902652	1.64141E-05	4.784781805	4.302497433	136	802	22	21331	ANGPTL3,APOA1,APOA2,APOC1,APOF,CYB5R3,CYP1A2,DGAT2,EBP,FDFT1,FDPS,HSD3B7,IDH1,IDH2,IDH3B,NPC2,PMVK,PON1,SC5D,SCP2,SERPINA12,TM7SF2
GO:BP	negative regulation of coagulation	GO:0050819	2.55036E-05	4.593398791	7.356688067	47	802	13	21331	ANXA2,ANXA5,APOH,CD9,CPB2,F2,FGA,FGB,FGG,KNG1,KNG2,PROC,SERPING1
GO:BP	regulation of coagulation	GO:0050818	2.65147E-05	4.576514097	5.382778174	84	802	17	21331	ANXA2,ANXA5,APOH,CD9,CPB2,F2,FGA,FGB,FGG,HRG,KNG1,KNG2,PRDX2,PROC,SERPINC1,SERPING1,VKORC1
GO:BP	mitochondrial transport	GO:0006839	3.02033E-05	4.519945242	3.520225172	204	802	27	21331	ATP5B,ATP5C1,ATP5D,ATP5F1,ATP5J,CHCHD10,CYC1,FIS1,GRPEL1,MPC1,MPC2,MTCH2,NDUFA13,PAM16,PDCD5,PMPCB,SH3GLB1,SLC25A5,SMDT1,STOML2,TIMM13,TIMM17B,TIMM8A1,TMEM14C,TOMM22,TST,UQCRC2
GO:BP	negative regulation of peptidase activity	GO:0010466	3.27041E-05	4.485397577	3.037057011	289	802	33	21331	A2ML1,AHSG,AMBP,ANXA2,BST2,CST3,CSTB,FABP1,FETUB,GAPDH,GPI1,GPX1,HERPUD1,HRG,KNG1,KNG2,PARK7,PEBP1,PRDX3,PRDX5,SERPINA10,SERPINA12,SERPINA1B,SERPINA1D,SERPINA1E,SERPINA3M,SERPINC1,SERPIND1,SERPINF1,SERPING1,SLPI,SPINT2,VTN
GO:BP	cellular protein catabolic process	GO:0044257	4.09752E-05	4.387478646	2.127780549	775	802	62	21331	ADRM1,AK6,ALAD,ANXA2,AUP1,BCAP31,CD81,CLPP,CLU,CTSH,CTSL,CTSZ,DDRGK1,DERL1,DERL2,DNAJC3,FBXO6,GABARAPL2,GPX1,HERPUD1,HSP90AB1,ISG15,NDFIP1,NEDD8,PARK7,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB5,PSMB6,PSMB8,PSMC2,PSMC4,PSMD12,PSMD4,PSMD7,PSMD8,PSME1,PSME2,RBX1,RPL11,RPS7,SDF2L1,SEC61B,SKP1A,STUB1,SUMO2,UBA52,UBB,UBE2D3,UBE2I,UBE2L3,UBE2N,UQCC2,VPS28,XBP1
GO:BP	proteasomal protein catabolic process	GO:0010498	4.58903E-05	4.338279102	2.516729681	465	802	44	21331	AK6,ALAD,AUP1,BCAP31,CLU,DDRGK1,DERL1,DERL2,FBXO6,GABARAPL2,GPX1,HERPUD1,HSP90AB1,PARK7,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB5,PSMB6,PSMB8,PSMC2,PSMC4,PSMD12,PSMD4,PSMD7,PSMD8,PSME1,PSME2,RBX1,RPL11,SDF2L1,SEC61B,SKP1A,STUB1,SUMO2,UBB,UBE2D3,UBE2I
GO:BP	proteolysis involved in cellular protein catabolic process	GO:0051603	4.76603E-05	4.321843269	2.167456015	724	802	59	21331	ADRM1,AK6,ALAD,AUP1,BCAP31,CLPP,CLU,CTSH,CTSL,CTSZ,DDRGK1,DERL1,DERL2,DNAJC3,FBXO6,GABARAPL2,GPX1,HERPUD1,HSP90AB1,ISG15,NDFIP1,NEDD8,PARK7,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB5,PSMB6,PSMB8,PSMC2,PSMC4,PSMD12,PSMD4,PSMD7,PSMD8,PSME1,PSME2,RBX1,RPL11,RPS7,SDF2L1,SEC61B,SKP1A,STUB1,SUMO2,UBA52,UBB,UBE2D3,UBE2I,UBE2L3,UBE2N,VPS28,XBP1
GO:BP	regulation of wound healing	GO:0061041	5.49365E-05	4.26013908	4.035445868	145	802	22	21331	ACTG1,ANXA2,ANXA5,APOH,CD9,CLDN3,CPB2,F2,FGA,FGB,FGG,HMGB1,HRG,KNG1,KNG2,PRDX2,PROC,SERPINC1,SERPING1,TNFRSF12A,VKORC1,XBP1
GO:BP	regulation of response to wounding	GO:1903034	6.09395E-05	4.215100868	3.613757725	184	802	25	21331	ACTG1,ANXA2,ANXA5,APOH,CD9,CERS2,CLDN3,CPB2,F2,FGA,FGB,FGG,HMGB1,HRG,KNG1,KNG2,MAP2K2,MIF,PRDX2,PROC,SERPINC1,SERPING1,TNFRSF12A,VKORC1,XBP1
GO:BP	fatty acid oxidation	GO:0019395	6.70047E-05	4.173894825	4.552683606	111	802	19	21331	ACADL,ACADS,ACAT1,ADH5,ADIPOR1,DBI,DGAT2,ECH1,ECHDC2,ECHS1,ECI1,ETFA,FABP1,HADH,HAO1,PHYH,SCP2,SLC25A17,SLC27A2
GO:BP	purine nucleoside triphosphate metabolic process	GO:0009144	9.32145E-05	4.03051675	4.968718314	91	802	17	21331	ADK,AK2,ALDOA,ATP5B,ATP5C1,ATP5D,ATP5F1,ATP5G1,ATP5G2,ATP5G3,ATP5J,CYC1,GUK1,NME2,RAN,RHOA,STOML2
GO:BP	monocarboxylic acid catabolic process	GO:0072329	9.48997E-05	4.022735329	4.255561097	125	802	20	21331	ACADL,ACADS,ACAT1,AGXT,AIG1,AKR1A1,DBI,ECH1,ECHDC2,ECHS1,ECI1,ETFA,FABP1,FAH,HADH,HAO1,PHYH,SCP2,SLC25A17,SLC27A2
GO:BP	aerobic respiration	GO:0009060	0.000102091	3.991014498	5.253779132	81	802	16	21331	ATP5D,BLOC1S1,COX4I1,COX5A,CYCS,FH1,IDH1,IDH2,IDH3B,MDH1,MDH2,NDUFS7,NDUFS8,SDHB,SDHD,SUCLG1
GO:BP	cellular lipid catabolic process	GO:0044242	0.000102346	3.989928747	3.324657107	216	802	27	21331	AADAC,ABHD5,ACADL,ACADS,ACAT1,AIG1,AKR1C18,ANGPTL3,APOA1,APOA2,APOC1,APOH,DBI,ECH1,ECHDC2,ECHS1,ECI1,ETFA,FABP1,HADH,HAO1,IDH1,PHYH,PNPLA7,SCP2,SLC25A17,SLC27A2
GO:BP	intrinsic apoptotic signaling pathway	GO:0097193	0.000112094	3.950419549	2.945024981	289	802	32	21331	ALDH2,ARL6IP5,BCAP31,CEBPB,CLU,ERP29,FIS1,GPX1,GRINA,HERPUD1,HINT1,IFI27L2B,MIF,MTCH2,NDUFA13,NDUFS3,P4HB,PARK7,PERP,PLSCR1,PPIA,RPL11,RPL26,RPS3,RPS7,SELENOK,SLC9A3R1,SOD2,TPT1,UBB,VDAC2,XBP1
GO:BP	response to oxidative stress	GO:0006979	0.0001452	3.83803257	2.448997955	467	802	43	21331	AKR1C18,ALAD,ALDH2,ARL6IP5,ATOX1,CCS,CFL1,CST3,EIF2S1,FABP1,GCLM,GFER,GJB2,GPX1,GPX4,GSTP1,HAO1,HP,IDH1,LCN2,LDHA,MGST1,NDUFA6,NDUFB4,NDUFS2,NDUFS8,NME2,P4HB,PARK7,PEBP1,PPIA,PRDX1,PRDX2,PRDX3,PRDX4,PRDX5,PSMB5,RPS3,SELENOK,SIGMAR1,SOD2,TXN2,XBP1
GO:BP	negative regulation of hydrolase activity	GO:0051346	0.000184823	3.733242939	2.428199671	471	802	43	21331	A2ML1,AHSG,AMBP,ANGPTL3,ANGPTL8,ANXA2,APCS,APOA1,APOA2,APOC1,BST2,CST3,CSTB,FABP1,FETUB,FKBP1A,GAPDH,GCHFR,GPI1,GPX1,HERPUD1,HRG,KNG1,KNG2,PAM16,PARK7,PEBP1,PRDX3,PRDX5,SERPINA10,SERPINA12,SERPINA1B,SERPINA1D,SERPINA1E,SERPINA3M,SERPINC1,SERPIND1,SERPINF1,SERPING1,SLPI,SPINT2,TMED2,VTN
GO:BP	mitochondrial gene expression	GO:0140053	0.000203032	3.692436123	4.474304892	107	802	18	21331	CHCHD10,COA3,HSD17B10,MRPL12,MRPL43,MRPL58,MRPS12,MRPS14,MRPS15,MRPS16,MRPS17,MRPS18B,MRPS24,MRPS34,MRPS7,NDUFA7,TUFM,UQCC2
GO:BP	protein folding	GO:0006457	0.000210435	3.676881101	3.750895198	156	802	22	21331	BAG1,CCT5,CCT7,CCT8,CLU,DNAJB11,DNAJC3,ERP44,FKBP1A,GRPEL1,HSP90AB1,HSPA8,NUDC,P4HB,PDCD5,PDIA3,PFDN5,PPIA,PPIB,PRDX4,SH3GLB1,STUB1
GO:BP	lipid catabolic process	GO:0016042	0.000217456	3.662628074	2.757032723	328	802	34	21331	AADAC,ABHD5,ACADL,ACADS,ACAT1,AIG1,AKR1C18,ANGPTL3,APOA1,APOA2,APOC1,APOH,CES2A,CYP1A2,DBI,ECH1,ECHDC2,ECHS1,ECI1,ETFA,FABP1,HADH,HAO1,HSD11B1,HSD3B7,IAH1,IDH1,PHYH,PLA2G12B,PNPLA7,RARRES2,SCP2,SLC25A17,SLC27A2
GO:BP	regulation of lipase activity	GO:0060191	0.000225228	3.647377025	5.319451372	75	802	15	21331	ABHD5,AGT,ANG,ANGPTL3,ANGPTL8,APOA1,APOA2,APOC1,APOH,ARF4,ARL1,PHB,PHB2,RHOA,RHOC
GO:BP	regulation of catabolic process	GO:0009894	0.000362877	3.440240394	1.964570109	880	802	65	21331	AADAC,ABHD5,AK6,ALAD,ANGPTL3,ANXA2,APOA1,APOA2,APOC1,APOH,BCAP31,CD81,CLU,CST3,CTSA,DAP,DBI,DDRGK1,DERL2,EIF6,FABP1,FBP1,GABARAPL2,GPX1,HERPUD1,HMGB1,HP,HSD11B1,HSP90AB1,HSPB8,IDH1,IFT20,MAD2L2,MIF,MTCH2,NDFIP1,NDUFA13,OAZ1,PAM16,PARK7,PGAM1,PHB,PHB2,PPP1CA,PSMC2,PSMC4,PSME1,PSME2,RARRES2,RBX1,RIDA,RPL11,RPS7,SH3GLB1,SNX3,STUB1,SUMO2,TMEM150A,TMEM59,TSPO,UBB,UQCC2,VPS28,XBP1,YBX1
GO:BP	mitochondrial translation	GO:0032543	0.0003885	3.410608465	5.114857088	78	802	15	21331	COA3,MRPL43,MRPL58,MRPS12,MRPS14,MRPS15,MRPS16,MRPS17,MRPS18B,MRPS24,MRPS34,MRPS7,NDUFA7,TUFM,UQCC2
GO:BP	fibrinolysis	GO:0042730	0.000438377	3.358152174	11.19884499	19	802	8	21331	ANXA2,APOH,CPB2,F2,FGA,FGB,FGG,SERPING1
GO:BP	response to inorganic substance	GO:0010035	9.791E-05	4.009172977	2.252536411	614	802	52	21331	AKR1C18,ALAD,ALDOB,ANXA5,ASS1,BSG,CALM1,CCS,CD9,CFL1,CST3,CYB5A,CYP1A2,EIF2S1,FABP1,FBP1,FGA,FGB,FGG,FKBP1A,GAPDH,GLUD1,GPI1,GPX1,GSS,GSTA4,GSTT1,HAAO,HP,IGFBP2,KHK,LCN2,LDHA,MT1,PARK7,PDCD6,PEBP1,PON1,PPP1CA,PRDX1,PRDX2,PRDX3,QDPR,RANBP1,RASGRP2,RPS3,SELENOW,SERPINF1,SIGMAR1,SOD2,TSPO,UBE2D3
GO:BP	negative regulation of wound healing	GO:0061045	0.00049583	3.304666844	5.39654487	69	802	14	21331	ANXA2,ANXA5,APOH,CD9,CLDN3,CPB2,F2,FGA,FGB,FGG,KNG1,KNG2,PROC,SERPING1
GO:BP	oxidation-reduction process	GO:0055114	9.30E-45	44.03130125	3.727463665	1106	802	155	21331	ACADL,ACADS,ACAT1,ADH5,ADIPOR1,AKR1A1,AKR1C18,AKR1C20,AKR1C6,AKR7A5,ALDH2,ALDH8A1,ALDOB,APOA1,APOA2,ASPDH,ATP5D,BLOC1S1,BLVRB,CBR1,CCS,CISD1,COX4I1,COX5A,COX5B,COX7A2,COX7B,COX8A,CYB5A,CYB5R3,CYC1,CYCS,CYP1A2,CYP2A12,CYP2A4,CYP2C68,CYP2C70,CYP2D22,CYP2D26,CYP2D9,DBI,DCXR,DGAT2,DHRS1,DHRS4,ECH1,ECHDC2,ECHS1,ECI1,ENO1,ETFA,FABP1,FADS2,FH1,FTH1,GAPDH,GFER,GLRX3,GLRX5,GLUD1,GNMT,GPX1,GPX4,GRHPR,H2-KE6,HAAO,HADH,HAO1,HMGB1,HPD,HSD11B1,HSD17B10,HSD17B12,HSD17B2,HSD3B3,HSD3B7,IDH1,IDH2,IDH3B,ISCU,LDHA,MDH1,MDH2,MGST1,MGST3,MSRB1,MTCH2,NDUFA10,NDUFA13,NDUFA4,NDUFA6,NDUFA7,NDUFA8,NDUFAB1,NDUFB10,NDUFB11,NDUFB4,NDUFB5,NDUFB6,NDUFB8,NDUFB9,NDUFS2,NDUFS3,NDUFS5,NDUFS7,NDUFS8,NDUFV1,NDUFV2,P4HB,PARK7,PCBD1,PDIA3,PDIA6,PGAM1,PGK1,PGLS,PHYH,PPP1CA,PRDX1,PRDX2,PRDX3,PRDX4,PRDX5,PRDX6,PRELID1,QDPR,RDH16F2,RDH7,SC5D,SCP2,SDHB,SDHD,SELENBP1,SELENOW,SLC25A17,SLC27A2,SOD2,SPR,SQOR,SUCLG1,TALDO1,TDO2,TECR,TM7SF2,TSTD1,TXN2,TXNDC17,TXNL1,UOX,UQCRB,UQCRC1,UQCRC2,UQCRFS1,VKORC1,YWHAQ
GO:BP	endoplasmic reticulum to Golgi vesicle-mediated transport	GO:0006888	0.000547732	3.26143178	4.199566872	114	802	18	21331	0610009B22RIK,ARF1,BCAP31,COPE,ERGIC3,ERP29,KDELR1,KDELR2,LMAN2,PDCD6,SAR1B,SEC13,TFG,TMED10,TMED2,TRAPPC1,VAPA,YIF1A
GO:BP	symbiotic process	GO:0044403	0.000611328	3.213726064	2.516875969	391	802	37	21331	ANXA2,APCS,BSG,BST2,CD81,CFL1,CHMP2A,CHMP2B,CXCL1,EIF3F,F2,GAPDH,GPX1,GTF2B,HRG,HSP90AB1,HSPA8,IFITM2,IFITM3,ISG15,MBL2,MVB12A,P4HB,PCBP1,PFN1,PGLYRP2,PHB,PHB2,PLSCR1,PPIA,PPIB,SLPI,SNX3,SPCS1,UBE2I,VAMP8,VAPA
GO:BP	dicarboxylic acid metabolic process	GO:0043648	0.000651456	3.186114727	4.625609888	92	802	16	21331	ASS1,FH1,GCLM,GLUD1,GRHPR,HAAO,IDH1,IDH2,IDH3B,MDH1,MDH2,NIT2,PHYH,QPRT,SDHB,SUCLG1
GO:BP	carboxylic acid biosynthetic process	GO:0046394	0.000704551	3.15208774	2.719208369	313	802	32	21331	AGXT,AKR1A1,AKR1C18,ALDH8A1,APOA1,APOC1,ASS1,EIF6,FABP5,FADS2,GAMT,GLUD1,GSTM1,GSTM2,GSTM7,GSTP1,H2-KE6,HAAO,HACD2,HSD17B12,LDHA,MGST3,MIF,MTHFS,MTHFSL,NDUFAB1,PARK7,RBP1,SEPHS2,SLC27A2,TECR,UPB1
GO:BP	primary alcohol metabolic process	GO:0034308	0.000770846	3.113032441	4.865351864	82	802	15	21331	ADH5,AKR1A1,AKR1C18,AKR1C20,AKR1C6,AKR7A5,ALDH2,CYP1A2,DGAT2,HAO1,PARK7,RBP1,RBP4,RDH7,TTR
GO:BP	fatty acid catabolic process	GO:0009062	0.000812808	3.090012167	4.306222539	105	802	17	21331	ACADL,ACADS,ACAT1,AIG1,DBI,ECH1,ECHDC2,ECHS1,ECI1,ETFA,FABP1,HADH,HAO1,PHYH,SCP2,SLC25A17,SLC27A2
GO:BP	organic acid biosynthetic process	GO:0016053	0.000813089	3.089862049	2.701943554	315	802	32	21331	AGXT,AKR1A1,AKR1C18,ALDH8A1,APOA1,APOC1,ASS1,EIF6,FABP5,FADS2,GAMT,GLUD1,GSTM1,GSTM2,GSTM7,GSTP1,H2-KE6,HAAO,HACD2,HSD17B12,LDHA,MGST3,MIF,MTHFS,MTHFSL,NDUFAB1,PARK7,RBP1,SEPHS2,SLC27A2,TECR,UPB1
GO:BP	fatty acid beta-oxidation	GO:0006635	0.000863256	3.063860487	5.171688833	72	802	14	21331	ACADL,ACADS,ACAT1,DBI,ECH1,ECHDC2,ECHS1,ECI1,ETFA,FABP1,HADH,SCP2,SLC25A17,SLC27A2
GO:BP	blood coagulation	GO:0007596	0.000875327	3.057829773	3.462364798	169	802	22	21331	ANXA2,ANXA5,APOH,CD9,CPB2,F10,F2,FGA,FGB,FGG,HGFAC,HRG,KNG1,KNG2,PPIA,PRDX2,PROC,SERPINA10,SERPINC1,SERPIND1,SERPING1,VKORC1
