gene	avg_logFC	p_val_adj	cluster
Tsc22d4	0.070781979	1.78E-95	SCT3+0
Brk1	0.068957619	1.84E-95	SCT3+0
Rbm28	0.073594226	2.15E-95	SCT3+0
Lamtor3	0.077415917	2.41E-95	SCT3+0
Plpbp	0.078810637	2.49E-95	SCT3+0
Ppm1b	0.077054066	2.93E-95	SCT3+0
Ap1g1	0.066913856	3.04E-95	SCT3+0
Bckdhb	0.103092495	4.45E-95	SCT3+0
Slc47a1	0.081538479	4.69E-95	SCT3+0
Cobl	0.068013582	5.25E-95	SCT3+0
Taf15	0.081439722	5.98E-95	SCT3+0
Irf2	0.079704676	6.29E-95	SCT3+0
Nfu1	0.084060086	6.89E-95	SCT3+0
Slc3a1	0.112031204	8.30E-95	SCT3+0
Coa7	0.079414362	8.38E-95	SCT3+0
Sde2	0.068417242	1.42E-94	SCT3+0
Hmces	0.068243963	1.43E-94	SCT3+0
Cyp51	0.188784159	1.60E-94	SCT3+0
Nkap	0.068617972	1.97E-94	SCT3+0
Irf3	0.070488235	2.03E-94	SCT3+0
Ndufb5	-0.221054284	2.55E-94	SCT3+0
Idh3a	0.083651589	2.59E-94	SCT3+0
Slc25a37	0.070788662	2.82E-94	SCT3+0
Dusp12	0.075008019	3.32E-94	SCT3+0
Cyth2	0.070671176	3.57E-94	SCT3+0
Irgm1	0.089589302	4.25E-94	SCT3+0
Eif1b	0.072062336	4.41E-94	SCT3+0
Tceal8	0.086004708	4.67E-94	SCT3+0
Ndel1	0.075552051	5.00E-94	SCT3+0
Sco2	0.071529907	8.09E-94	SCT3+0
Fbxw5	0.070457567	8.31E-94	SCT3+0
Ddx54	0.070192936	8.32E-94	SCT3+0
Cndp2	0.080181986	1.01E-93	SCT3+0
Rps16	-0.159269786	1.08E-93	SCT3+0
Fbl	0.083063291	1.16E-93	SCT3+0
Mblac2	0.078650214	1.26E-93	SCT3+0
C6	0.089887938	1.39E-93	SCT3+0
Wipi2	0.070460404	1.43E-93	SCT3+0
Tcp11l2	0.071369705	1.48E-93	SCT3+0
Psmb9	0.083313267	1.50E-93	SCT3+0
Acy3	0.122403239	1.56E-93	SCT3+0
Psmc6	0.10773686	1.82E-93	SCT3+0
Appl1	0.068888069	2.05E-93	SCT3+0
Gstt2	0.072162322	2.06E-93	SCT3+0
Car5a	0.083451262	2.11E-93	SCT3+0
Arpc4	0.090305529	2.17E-93	SCT3+0
Nr1i3	0.079499249	3.66E-93	SCT3+0
Pex11a	0.074405007	3.74E-93	SCT3+0
Map1lc3a	0.107475577	3.83E-93	SCT3+0
Akt2	0.070900393	3.85E-93	SCT3+0
Dusp3	0.071580079	4.06E-93	SCT3+0
Golph3	0.070635043	4.21E-93	SCT3+0
Stom	0.071367072	5.32E-93	SCT3+0
Clic1	0.077504425	6.04E-93	SCT3+0
Sumo3	0.07847784	6.23E-93	SCT3+0
Akr1c12	0.072436229	7.80E-93	SCT3+0
Oard1	0.075358206	7.85E-93	SCT3+0
Mapre1	0.07638267	9.26E-93	SCT3+0
Smagp	0.103722129	1.02E-92	SCT3+0
Fam168a	0.066503882	1.03E-92	SCT3+0
Agpat2	0.198161106	1.09E-92	SCT3+0
Golga5	0.075976522	1.16E-92	SCT3+0
Auh	0.075835078	1.28E-92	SCT3+0
Tmx1	0.076321929	1.74E-92	SCT3+0
Psmg1	0.074866434	1.78E-92	SCT3+0
Atp6v0a1	0.065530768	1.96E-92	SCT3+0
Snx5	0.070015834	2.41E-92	SCT3+0
Imp4	0.072379145	2.57E-92	SCT3+0
Hsd17b2	0.279881829	3.14E-92	SCT3+0
Dpagt1	0.075174756	3.21E-92	SCT3+0
Naa35	0.068657552	3.61E-92	SCT3+0
Iars2	0.067805223	4.13E-92	SCT3+0
Glyr1	0.070915171	4.34E-92	SCT3+0
Them6	0.075066813	4.39E-92	SCT3+0
Aass	0.080938927	4.52E-92	SCT3+0
Ptpn11	0.07031559	4.58E-92	SCT3+0
Fam210a	0.074675751	4.70E-92	SCT3+0
Phldb2	0.06789766	6.25E-92	SCT3+0
Pank3	0.069636474	7.10E-92	SCT3+0
Mavs	0.06769374	7.54E-92	SCT3+0
Hsdl2	0.083851699	7.83E-92	SCT3+0
Eif3f	0.187278508	8.21E-92	SCT3+0
Tradd	0.071330034	8.40E-92	SCT3+0
Nrn1	0.148995948	8.46E-92	SCT3+0
Ppfibp1	0.067399709	8.49E-92	SCT3+0
Tmem9	0.076941186	1.08E-91	SCT3+0
Tmem63b	0.070951378	1.14E-91	SCT3+0
Fxr1	0.073350628	1.23E-91	SCT3+0
Rps18	-0.187096719	1.26E-91	SCT3+0
Cyp4f14	0.174603435	1.46E-91	SCT3+0
Nosip	0.074761777	1.74E-91	SCT3+0
Cyp20a1	0.071168685	2.57E-91	SCT3+0
Txndc11	0.068318262	3.13E-91	SCT3+0
Serpinf1	0.193780327	3.51E-91	SCT3+0
A230050P20Rik	0.077861447	3.94E-91	SCT3+0
1110004E09Rik	0.073411936	3.98E-91	SCT3+0
Slc35d1	0.070705543	4.25E-91	SCT3+0
Rdh5	0.165923267	4.27E-91	SCT3+0
Bcas2	0.099118817	4.54E-91	SCT3+0
Hnrnpa2b1	0.131929674	4.73E-91	SCT3+0
Dpm2	0.076552656	5.17E-91	SCT3+0
Pnp	0.075687279	5.41E-91	SCT3+0
Chchd4	0.077968579	6.17E-91	SCT3+0
Parva	0.07515099	6.17E-91	SCT3+0
Sult1d1	0.152710354	6.22E-91	SCT3+0
Pdxdc1	0.073387835	6.27E-91	SCT3+0
Mospd3	0.073957788	6.58E-91	SCT3+0
Sirt7	0.069442478	6.68E-91	SCT3+0
Miox	0.088144632	7.54E-91	SCT3+0
Slc25a38	0.065172928	8.01E-91	SCT3+0
Aldoa	0.202266232	9.19E-91	SCT3+0
Clint1	0.078121858	1.04E-90	SCT3+0
Letm1	0.069376201	1.08E-90	SCT3+0
Acbd4	0.076940844	1.13E-90	SCT3+0
Taf11	0.074064053	1.26E-90	SCT3+0
Cnep1r1	0.077478262	1.29E-90	SCT3+0
Mrps30	0.069313776	1.53E-90	SCT3+0
Lamp1	0.127841806	1.53E-90	SCT3+0
Aip	0.071582203	1.55E-90	SCT3+0
Bex1	0.188506301	1.56E-90	SCT3+0
Sstr2	0.074959755	1.73E-90	SCT3+0
Vamp7	0.078638291	1.76E-90	SCT3+0
Arpp19	-0.23132545	1.79E-90	SCT3+0
Ctsa	0.165341693	1.97E-90	SCT3+0
Mlx	0.07620825	2.09E-90	SCT3+0
Rab14	0.146909336	2.36E-90	SCT3+0
Mxd4	0.06969458	2.44E-90	SCT3+0
Washc1	0.069260113	2.44E-90	SCT3+0
Hbs1l	0.075588866	2.65E-90	SCT3+0
Sc5d	0.177078633	3.24E-90	SCT3+0
Lancl1	0.077228868	3.89E-90	SCT3+0
Xdh	0.075158716	4.41E-90	SCT3+0
Gsta3	-0.199270874	4.59E-90	SCT3+0
Htra2	0.068064661	5.31E-90	SCT3+0
Rassf7	0.067323499	6.09E-90	SCT3+0
Dhx15	0.067576709	6.95E-90	SCT3+0
Wdr55	0.07005832	8.31E-90	SCT3+0
Ntmt1	0.06845062	9.58E-90	SCT3+0
5-Mar	0.167524857	9.71E-90	SCT3+0
Pias1	0.063125632	1.06E-89	SCT3+0
Nvl	0.065825078	1.20E-89	SCT3+0
Supt16	0.072347509	1.24E-89	SCT3+0
Prtn3	0.170370839	1.27E-89	SCT3+0
Polr2m	0.073360466	1.37E-89	SCT3+0
Apol9a	0.089939381	1.40E-89	SCT3+0
Metap1	0.074444874	1.45E-89	SCT3+0
Bcl7b	0.056576108	1.73E-89	SCT3+0
Nfyb	0.068338539	1.98E-89	SCT3+0
Elovl6	0.077180475	2.90E-89	SCT3+0
Thap3	0.067952006	3.16E-89	SCT3+0
Sh3bp5	0.069346427	3.72E-89	SCT3+0
Mettl23	0.059385402	4.28E-89	SCT3+0
Acsm1	0.08911871	4.41E-89	SCT3+0
Nkiras1	0.071243652	4.50E-89	SCT3+0
Rnf4	0.075420352	5.13E-89	SCT3+0
Mfsd4b1	0.071780605	6.39E-89	SCT3+0
Gar1	0.078414002	6.91E-89	SCT3+0
Sri	0.069553375	9.15E-89	SCT3+0
Yipf5	0.146100979	1.02E-88	SCT3+0
Clns1a	0.073024853	1.05E-88	SCT3+0
Psmb1	-0.183145694	1.32E-88	SCT3+0
Zbtb8os	0.10181796	1.60E-88	SCT3+0
Mrpl24	0.087842336	1.75E-88	SCT3+0
Rpl13	0.155153844	1.78E-88	SCT3+0
Rmdn1	0.06274322	1.93E-88	SCT3+0
Cmtm6	0.06444131	2.02E-88	SCT3+0
Chmp5	0.09331737	2.02E-88	SCT3+0
Azgp1	0.136687664	2.04E-88	SCT3+0
Fcho2	0.064664907	2.98E-88	SCT3+0
Carhsp1	0.09478055	2.99E-88	SCT3+0
Cdk11b	0.072375464	3.03E-88	SCT3+0
Fcf1	0.067528946	3.20E-88	SCT3+0
Fads1	0.159665844	3.30E-88	SCT3+0
Rab5c	0.07447781	3.48E-88	SCT3+0
Ptcd2	0.071305735	3.48E-88	SCT3+0
Parp2	0.07105525	3.67E-88	SCT3+0
Shisa5	0.083640529	4.33E-88	SCT3+0
Abhd3	0.079183707	4.42E-88	SCT3+0
Mfsd5	0.069334744	4.47E-88	SCT3+0
Seh1l	0.071231812	5.06E-88	SCT3+0
Stub1	0.143931544	5.46E-88	SCT3+0
Rbm17	0.074497378	6.47E-88	SCT3+0
Nsd1	0.063809163	6.99E-88	SCT3+0
Aqp8	0.324677758	7.96E-88	SCT3+0
Higd1a	-0.231523368	8.15E-88	SCT3+0
Srek1ip1	0.070029446	9.02E-88	SCT3+0
Aldh5a1	0.074865862	9.37E-88	SCT3+0
Dtnb	0.067739867	9.68E-88	SCT3+0
Efr3a	0.065231481	1.10E-87	SCT3+0
Hspa4l	0.068184759	1.20E-87	SCT3+0
Rae1	0.067656668	1.20E-87	SCT3+0
Crk	0.066407586	1.23E-87	SCT3+0
Ndufaf7	0.070956654	1.24E-87	SCT3+0
Khk	0.199973002	1.31E-87	SCT3+0
Mrpl14	-0.257091696	1.59E-87	SCT3+0
Atp5k	-0.307099854	1.64E-87	SCT3+0
Mcoln1	0.067137851	1.80E-87	SCT3+0
Ythdc1	0.064856641	2.08E-87	SCT3+0
Bambi	0.066116284	2.40E-87	SCT3+0
Ap1m1	0.068786333	2.42E-87	SCT3+0
Rbm7	0.07404469	2.68E-87	SCT3+0
Polr3h	0.065697025	3.02E-87	SCT3+0
Nr1h4	0.078680609	3.68E-87	SCT3+0
Pllp	0.067173742	3.79E-87	SCT3+0
Ugt2b35	0.073495625	4.43E-87	SCT3+0
Rps19	-0.156295971	4.84E-87	SCT3+0
Rps9	-0.175950392	5.78E-87	SCT3+0
Rpusd3	0.073499659	6.67E-87	SCT3+0
Endog	0.091299008	8.05E-87	SCT3+0
Fkbp4	0.149023389	8.48E-87	SCT3+0
Tmem86b	0.088322032	8.64E-87	SCT3+0
Tmem33	0.099899855	8.86E-87	SCT3+0
Ppp1r14b	0.069461391	9.83E-87	SCT3+0
Pglyrp1	0.112168058	9.93E-87	SCT3+0
Snx10	0.076758246	1.12E-86	SCT3+0
Arfgap3	0.065669587	1.61E-86	SCT3+0
Arhgap29	0.067137481	1.61E-86	SCT3+0
Spg7	0.064416412	2.01E-86	SCT3+0
Thap7	0.066717665	2.02E-86	SCT3+0
Rsph3a	0.074267363	2.04E-86	SCT3+0
Mrps31	0.088172537	2.20E-86	SCT3+0
Cul4a	0.071101352	2.37E-86	SCT3+0
Apobec1	0.064275359	2.52E-86	SCT3+0
Ddx41	0.065151149	2.71E-86	SCT3+0
Yif1a	0.126401095	3.33E-86	SCT3+0
Ppp2r2a	0.067432759	3.42E-86	SCT3+0
Pum3	0.073462413	3.79E-86	SCT3+0
Ddrgk1	0.12823886	4.93E-86	SCT3+0
Rsu1	0.075625023	6.48E-86	SCT3+0
Atp6v1a	0.067543881	6.79E-86	SCT3+0
Thap11	0.067525855	6.91E-86	SCT3+0
Snrpa1	0.072608612	7.51E-86	SCT3+0
8430408G22Rik	0.284576896	8.77E-86	SCT3+0
Cnih4	0.059564429	8.80E-86	SCT3+0
Dnajc5	0.066840923	9.34E-86	SCT3+0
G0s2	0.099816423	1.13E-85	SCT3+0
Dcun1d1	0.068803811	1.19E-85	SCT3+0
Tax1bp3	0.070585759	1.35E-85	SCT3+0
Idh2	0.166234477	1.51E-85	SCT3+0
Fam53a	0.070703828	1.74E-85	SCT3+0
Bckdk	0.060828401	1.78E-85	SCT3+0
Klhdc3	0.068193422	2.25E-85	SCT3+0
Emc7	0.139112391	2.91E-85	SCT3+0
Zdhhc20	0.065550666	3.24E-85	SCT3+0
Ptrh2	0.066240997	3.29E-85	SCT3+0
Gdi1	0.072669125	3.30E-85	SCT3+0
Sdf2l1	0.269465411	3.41E-85	SCT3+0
Brap	0.065157993	3.84E-85	SCT3+0
Zfp326	0.070324429	3.84E-85	SCT3+0
Rnf166	0.068120024	5.04E-85	SCT3+0
Actr6	0.064624975	5.39E-85	SCT3+0
Bcar3	0.063587044	6.51E-85	SCT3+0
Stard7	0.064306669	7.40E-85	SCT3+0
G3bp1	0.067518885	8.37E-85	SCT3+0
Prps1l3	0.068910604	8.99E-85	SCT3+0
Slc35f6	0.065426991	9.02E-85	SCT3+0
Acp5	0.151490923	1.21E-84	SCT3+0
Ssr2	0.198325295	1.40E-84	SCT3+0
Acot4	0.06483681	1.40E-84	SCT3+0
Maf1	0.061134933	1.49E-84	SCT3+0
Twf2	0.067616223	1.72E-84	SCT3+0
Ptges2	0.068365722	1.86E-84	SCT3+0
Shtn1	0.067683656	1.91E-84	SCT3+0
Rbbp4	0.071773288	2.15E-84	SCT3+0
Ipmk	0.069691092	2.17E-84	SCT3+0
Tmem263	0.063998145	2.30E-84	SCT3+0
Ttc39c	0.075861729	3.11E-84	SCT3+0
R3hdm1	0.062528255	3.32E-84	SCT3+0
Ciao1	0.070721833	3.33E-84	SCT3+0
Hfe2	0.066233195	4.16E-84	SCT3+0
Tubb2a	0.182831516	4.34E-84	SCT3+0
Usp47	0.062690391	4.78E-84	SCT3+0
Cars	0.067981987	5.05E-84	SCT3+0
Sds	0.135627846	6.05E-84	SCT3+0
Srm	0.272605902	6.05E-84	SCT3+0
Fahd1	0.071509811	6.06E-84	SCT3+0
Dcakd	0.074652927	6.66E-84	SCT3+0
Rnd3	0.070512809	6.69E-84	SCT3+0
Tmem41a	0.070513863	7.65E-84	SCT3+0
Pawr	0.06615224	8.13E-84	SCT3+0
0610005C13Rik	0.061398631	8.51E-84	SCT3+0
Leo1	0.073744043	1.09E-83	SCT3+0
Nudt4	0.140052616	1.12E-83	SCT3+0
Ppp2r5e	0.065952808	1.15E-83	SCT3+0
Sdccag3	0.071766155	1.21E-83	SCT3+0
Chmp3	0.074284043	1.47E-83	SCT3+0
Armc1	0.068925246	1.62E-83	SCT3+0
Alkbh6	0.063943961	1.68E-83	SCT3+0
Dnajb12	0.06783727	1.74E-83	SCT3+0
Gm10031	0.068068664	2.03E-83	SCT3+0
Rdh10	0.064639857	2.24E-83	SCT3+0
Nat6	0.073859717	2.31E-83	SCT3+0
Cdadc1	0.065130195	2.87E-83	SCT3+0
Ell2	0.065941671	2.97E-83	SCT3+0
Galt	0.087308386	3.02E-83	SCT3+0
Pla2g12b	0.143321191	3.03E-83	SCT3+0
Sdsl	0.071922708	3.04E-83	SCT3+0
Ddx27	0.063563491	3.93E-83	SCT3+0
Prkar1a	0.132884462	4.12E-83	SCT3+0
Dnajb6	0.091579189	4.21E-83	SCT3+0
Suclg1	0.118840062	4.30E-83	SCT3+0
Trmt1	0.06032308	4.49E-83	SCT3+0
Thap4	0.063813522	4.81E-83	SCT3+0
Hdgfl2	0.073357816	5.15E-83	SCT3+0
Atp5g3	-0.169874731	5.90E-83	SCT3+0
Mtg1	0.065648633	8.45E-83	SCT3+0
Gemin7	0.057586026	8.66E-83	SCT3+0
Tiprl	0.071222856	9.11E-83	SCT3+0
Fam174a	0.070396563	1.29E-82	SCT3+0
Usp3	0.066333814	1.37E-82	SCT3+0
Stard10	0.164675806	2.28E-82	SCT3+0
Lage3	0.052833938	2.76E-82	SCT3+0
Cpsf3	0.069803685	2.80E-82	SCT3+0
Flad1	0.06379038	3.25E-82	SCT3+0
Gyg	0.073689197	3.39E-82	SCT3+0
Abraxas2	0.066854322	3.47E-82	SCT3+0
Smim13	0.059144434	3.85E-82	SCT3+0
Rab22a	0.063769123	3.90E-82	SCT3+0
Gid8	0.080060945	3.92E-82	SCT3+0
Dars	0.067166611	4.34E-82	SCT3+0
Cpt2	0.075244908	4.51E-82	SCT3+0
Diablo	0.06964032	5.01E-82	SCT3+0
Jtb	0.110014562	5.24E-82	SCT3+0
Psmg3	0.066303707	5.87E-82	SCT3+0
Ftl1	-0.288563428	5.87E-82	SCT3+0
Fkbp8	0.141318858	5.92E-82	SCT3+0
Gch1	0.091910285	6.43E-82	SCT3+0
Atoh8	0.069013308	7.19E-82	SCT3+0
Acaa1b	0.137290438	7.49E-82	SCT3+0
Ppp1cb	0.068167426	7.58E-82	SCT3+0
Spryd3	0.064039801	7.76E-82	SCT3+0
Setd3	0.074184886	1.08E-81	SCT3+0
Ech1	0.182124505	1.17E-81	SCT3+0
Spg21	0.072446075	1.19E-81	SCT3+0
Lsm1	0.059407133	1.24E-81	SCT3+0
Wdr75	0.062697049	1.26E-81	SCT3+0
Exoc7	0.067957478	1.76E-81	SCT3+0
Exoc3	0.064330804	1.97E-81	SCT3+0
Cd59a	0.06348649	2.15E-81	SCT3+0
Prelid3b	0.077551359	2.41E-81	SCT3+0
Dync1i2	0.069692109	3.26E-81	SCT3+0
Wac	0.059421739	4.51E-81	SCT3+0
Wbp11	0.062266556	6.93E-81	SCT3+0
Arl4d	0.061174615	7.29E-81	SCT3+0
Rala	0.063016774	8.10E-81	SCT3+0
Smim20	0.072383725	8.26E-81	SCT3+0
2300009A05Rik	0.05754472	8.83E-81	SCT3+0
Dmgdh	0.074225985	1.09E-80	SCT3+0
Becn1	0.066600719	1.13E-80	SCT3+0
Lims2	0.075843636	1.14E-80	SCT3+0
Asl	0.154484911	1.23E-80	SCT3+0
Tbca	-0.193523453	1.34E-80	SCT3+0
Mfsd14a	0.061370442	1.36E-80	SCT3+0
Pcbp2	0.098338131	1.53E-80	SCT3+0
Commd2	0.058166607	1.54E-80	SCT3+0
Ppox	0.06295634	1.71E-80	SCT3+0
U2af2	0.063620896	2.00E-80	SCT3+0
Ndufb11	-0.192623926	2.12E-80	SCT3+0
Agfg2	0.061276669	3.49E-80	SCT3+0
Tmem242	0.0621311	3.57E-80	SCT3+0
Haus7	0.069249782	3.63E-80	SCT3+0
Hdac3	0.069172777	3.64E-80	SCT3+0
Ppig	0.074505451	4.59E-80	SCT3+0
Mettl27	0.065670404	4.60E-80	SCT3+0
Umps	0.073323911	5.22E-80	SCT3+0
Med30	0.070429168	5.36E-80	SCT3+0
Ruvbl1	0.069607982	6.27E-80	SCT3+0
Gopc	0.060420161	6.33E-80	SCT3+0
Hpcal1	0.066211344	6.73E-80	SCT3+0
Pigyl	0.078886946	9.89E-80	SCT3+0
Lgals8	0.066031126	1.11E-79	SCT3+0
Dnajb1	0.07292364	1.25E-79	SCT3+0
Crcp	0.06791853	1.34E-79	SCT3+0
Emc8	0.064805492	1.41E-79	SCT3+0
Sbds	0.066868418	1.53E-79	SCT3+0
Actl6a	0.065194779	1.71E-79	SCT3+0
Srd5a3	0.06661416	1.84E-79	SCT3+0
2-Mar	0.126149316	2.02E-79	SCT3+0
Pja1	0.067740878	2.02E-79	SCT3+0
9-Sep	0.063015014	2.46E-79	SCT3+0
Ap2m1	0.133053347	2.66E-79	SCT3+0
Pex13	0.090026584	3.27E-79	SCT3+0
Car14	0.074349425	4.14E-79	SCT3+0
Ccar1	0.066755953	4.60E-79	SCT3+0
Dnajc2	0.063331701	4.89E-79	SCT3+0
BC029722	0.067838309	4.91E-79	SCT3+0
Zfp637	0.06328237	6.41E-79	SCT3+0
Npm3	0.062332714	6.53E-79	SCT3+0
Drg2	0.066225187	6.68E-79	SCT3+0
Zfp330	0.068309888	6.73E-79	SCT3+0
Tuba4a	0.06342675	7.34E-79	SCT3+0
Gamt	0.153418765	7.38E-79	SCT3+0
Chtop	0.067552412	1.45E-78	SCT3+0
Pfdn6	0.062236316	1.66E-78	SCT3+0
Rrp36	0.068473639	1.66E-78	SCT3+0
Gk	0.05609606	1.69E-78	SCT3+0
Lrrc42	0.064943259	1.69E-78	SCT3+0
Trp53	0.060828401	1.69E-78	SCT3+0
Rmnd5b	0.062107037	1.74E-78	SCT3+0
Rnaset2a	0.060345579	1.90E-78	SCT3+0
Nol11	0.062625742	1.91E-78	SCT3+0
Mrps23	0.065175756	1.96E-78	SCT3+0
Cdk10	0.066649567	3.05E-78	SCT3+0
Dio1	0.08887926	3.32E-78	SCT3+0
Cacfd1	0.059347824	3.36E-78	SCT3+0
Tram1	0.158607288	3.53E-78	SCT3+0
Ndufaf4	0.065797914	4.08E-78	SCT3+0
Szrd1	0.064890722	4.33E-78	SCT3+0
Mob2	0.061905985	5.11E-78	SCT3+0
Smarce1	0.064696741	7.08E-78	SCT3+0
Mrpl44	0.063039344	7.32E-78	SCT3+0
Orai3	0.06473856	7.52E-78	SCT3+0
Otub1	0.062626615	1.21E-77	SCT3+0
Emp2	0.062857027	1.39E-77	SCT3+0
Pkig	0.06330451	1.45E-77	SCT3+0
1600012H06Rik	0.061110499	1.45E-77	SCT3+0
Rnf14	0.06570193	1.46E-77	SCT3+0
Tmem60	0.057849141	1.63E-77	SCT3+0
Utp3	0.070184892	1.71E-77	SCT3+0
Mrpl27	0.080761498	1.73E-77	SCT3+0
Slc30a9	0.071447336	2.14E-77	SCT3+0
Pnrc2	0.06637025	2.52E-77	SCT3+0
Med19	0.063752129	3.98E-77	SCT3+0
Bhmt	-0.04208467	4.75E-77	SCT3+0
Hras	0.055343779	8.51E-77	SCT3+0
Sap18	-0.204004815	9.43E-77	SCT3+0
Slc35a3	0.059272859	9.51E-77	SCT3+0
Nolc1	0.059441052	1.37E-76	SCT3+0
Pdrg1	0.06368122	1.61E-76	SCT3+0
Rpf1	0.064530824	2.42E-76	SCT3+0
Cyp2c37	0.085640607	2.46E-76	SCT3+0
Tm2d3	0.108086687	2.90E-76	SCT3+0
Il13ra1	0.068366265	2.94E-76	SCT3+0
Sod1	0.062129295	3.35E-76	SCT3+0
Spryd7	0.066298804	4.69E-76	SCT3+0
Phyhd1	0.064771948	5.95E-76	SCT3+0
0610009O20Rik	0.060152657	6.03E-76	SCT3+0
Paox	0.067200312	7.67E-76	SCT3+0
Lipc	0.064995643	7.94E-76	SCT3+0
Smarcb1	0.056802944	8.08E-76	SCT3+0
Erlin1	0.061288487	8.66E-76	SCT3+0
Prrg2	0.064662408	1.12E-75	SCT3+0
Atp5j	-0.179216737	1.17E-75	SCT3+0
Psma1	0.093199961	1.18E-75	SCT3+0
Pea15a	0.071823939	1.43E-75	SCT3+0
Cdc37l1	0.061974881	1.43E-75	SCT3+0
Tmem192	0.063966781	1.47E-75	SCT3+0
Krt23	0.072836865	1.82E-75	SCT3+0
Emd	0.057786655	1.97E-75	SCT3+0
Apol9b	0.075486522	2.00E-75	SCT3+0
Rnf113a2	0.066125605	2.33E-75	SCT3+0
Exosc7	0.088729325	2.54E-75	SCT3+0
Gatad1	0.059383367	2.92E-75	SCT3+0
Chuk	0.060415929	3.18E-75	SCT3+0
Rab8a	0.060837681	3.87E-75	SCT3+0
Pttg1ip	0.112945237	4.17E-75	SCT3+0
Iah1	0.122307581	4.34E-75	SCT3+0
Crp	0.151300835	4.37E-75	SCT3+0
Arl8b	0.06803385	4.38E-75	SCT3+0
Ebag9	0.06626766	5.26E-75	SCT3+0
Rhbdd2	0.062190691	5.47E-75	SCT3+0
Vta1	0.063988035	7.66E-75	SCT3+0
Rbp4	0.134575373	8.47E-75	SCT3+0
Tmem30a	0.131357674	8.58E-75	SCT3+0
Mrps21	-0.222700289	8.85E-75	SCT3+0
Aldh9a1	0.139876463	1.01E-74	SCT3+0
Cul2	0.059243872	1.07E-74	SCT3+0
Acox1	0.174018286	1.07E-74	SCT3+0
Snap23	0.069984289	1.15E-74	SCT3+0
Serpina12	-0.168757883	1.22E-74	SCT3+0
Pxn	0.055963572	1.30E-74	SCT3+0
Ddx21	0.05866098	1.44E-74	SCT3+0
Tmpo	0.06375762	1.48E-74	SCT3+0
Xylb	0.063822172	1.61E-74	SCT3+0
Ikbip	0.060257411	2.01E-74	SCT3+0
Med8	0.074321906	2.47E-74	SCT3+0
Uqcrc2	0.123206731	2.51E-74	SCT3+0
Ctsb	0.167616353	2.92E-74	SCT3+0
Timm21	0.057132455	3.00E-74	SCT3+0
Golt1a	0.063733493	3.03E-74	SCT3+0
Rps15	-0.191399309	3.15E-74	SCT3+0
Mapk1ip1l	0.057386632	3.24E-74	SCT3+0
Tlr1	0.056682432	3.96E-74	SCT3+0
Selenok	0.127168394	4.12E-74	SCT3+0
Clta	0.124069224	4.26E-74	SCT3+0
Nop14	0.06069189	5.14E-74	SCT3+0
E2f4	0.057317805	5.81E-74	SCT3+0
Srp54a	0.071895808	6.39E-74	SCT3+0
Chtf8	0.059444316	6.76E-74	SCT3+0
Hnrnph2	0.064154527	7.00E-74	SCT3+0
Jpt1	0.080037965	7.27E-74	SCT3+0
Cds2	0.065911262	8.79E-74	SCT3+0
Jmjd6	0.059984406	1.07E-73	SCT3+0
Arpc5	0.07203468	1.16E-73	SCT3+0
Fyttd1	0.064145469	1.21E-73	SCT3+0
Pmpca	0.064729744	1.25E-73	SCT3+0
Dcaf7	0.058581639	1.36E-73	SCT3+0
Syf2	0.062277245	1.38E-73	SCT3+0
Ndufb8	-0.18184735	1.75E-73	SCT3+0
C9	0.092690116	1.85E-73	SCT3+0
Lsm8	0.059539043	1.98E-73	SCT3+0
Fbp1	-0.166927942	2.20E-73	SCT3+0
Ppp6c	0.064692131	3.12E-73	SCT3+0
Cyb5a	-0.153844362	3.14E-73	SCT3+0
Tymp	0.061691519	3.33E-73	SCT3+0
Nlrp12	0.075368324	3.52E-73	SCT3+0
Hal	0.268272183	3.71E-73	SCT3+0
Cbx1	0.060337205	3.79E-73	SCT3+0
Cebpd	0.067283652	4.17E-73	SCT3+0
Rpl23a	-0.226544572	4.37E-73	SCT3+0
Mrps18b	0.133396726	6.29E-73	SCT3+0
Klk1b4	0.078082542	7.04E-73	SCT3+0
Igtp	0.070758035	7.45E-73	SCT3+0
Oma1	0.058110499	8.11E-73	SCT3+0
Ggact	0.06286294	8.51E-73	SCT3+0
Mrpl46	0.058257717	1.13E-72	SCT3+0
Rps27	-0.250011253	1.26E-72	SCT3+0
Timm22	0.060723999	1.61E-72	SCT3+0
Med10	0.055584266	1.95E-72	SCT3+0
Sec22a	0.060780439	2.11E-72	SCT3+0
Mgmt	0.070785624	2.19E-72	SCT3+0
Pstk	0.053201141	2.26E-72	SCT3+0
Psmd10	0.061897523	2.81E-72	SCT3+0
Kynu	0.069954635	2.89E-72	SCT3+0
Rnf167	0.059458967	3.29E-72	SCT3+0
Thoc3	0.058447435	3.65E-72	SCT3+0
Atl2	0.06110817	4.03E-72	SCT3+0
Dpp7	0.058537011	4.10E-72	SCT3+0
Aimp1	0.090463976	4.35E-72	SCT3+0
Alb	0.123132746	4.78E-72	SCT3+0
Nrbp1	0.05696714	5.89E-72	SCT3+0
Ndufv1	0.128069657	6.45E-72	SCT3+0
Gipc1	0.060160082	6.59E-72	SCT3+0
Arsg	0.060717778	7.27E-72	SCT3+0
Pnn	0.059312051	7.89E-72	SCT3+0
Timm44	0.064623738	8.95E-72	SCT3+0
