ID	human_organism	human_gene	mouse_organism	mouse_gene
10755	human	ANGPTL4	"mouse, laboratory"	Angptl4
10756	human	HERPUD2	"mouse, laboratory"	Herpud2
10757	human	TMEM183A	"mouse, laboratory"	Tmem183a
10758	human	ZNF467	"mouse, laboratory"	Zfp467
10759	human	ZC3H8	"mouse, laboratory"	Zc3h8
10761	human	JPH1	"mouse, laboratory"	Jph1
10762	human	JPH3	"mouse, laboratory"	Jph3
10764	human	NRIP3	"mouse, laboratory"	Nrip3
10765	human	AKIP1	"mouse, laboratory"	Akip1
10766	human	FAM3B	"mouse, laboratory"	Fam3b
10767	human	CLTRN	"mouse, laboratory"	Cltrn
10768	human	PLEKHG5	"mouse, laboratory"	Plekhg5
10770	human	FGF22	"mouse, laboratory"	Fgf22
10771	human	FGF23	"mouse, laboratory"	Fgf23
10772	human	RIPK4	"mouse, laboratory"	Ripk4
10773	human	DCUN1D1	"mouse, laboratory"	Dcun1d1
10774	human	TWSG1	"mouse, laboratory"	Twsg1
10775	human	RCN3	"mouse, laboratory"	Rcn3
10778	human	SENP7	"mouse, laboratory"	Senp7
10779	human	TTYH1	"mouse, laboratory"	Ttyh1
10781	human	S100A14	"mouse, laboratory"	S100a14
10782	human	RAB22A	"mouse, laboratory"	Rab22a
10787	human	C3orf14	"mouse, laboratory"	3830406C13Rik
10791	human	KIAA1143	"mouse, laboratory"	1110059G10Rik
10792	human	TMCC3	"mouse, laboratory"	Tmcc3
10795	human	LRRC47	"mouse, laboratory"	Lrrc47
10799	human	ZBTB21	"mouse, laboratory"	Zbtb21
10801	human	INTS2	"mouse, laboratory"	Ints2
10802	human	COG6	"mouse, laboratory"	Cog6
10804	human	UBR4	"mouse, laboratory"	Ubr4
10807	human	HACE1	"mouse, laboratory"	Hace1
10808	human	NUFIP2	"mouse, laboratory"	Nufip2
10809	human	TBC1D14	"mouse, laboratory"	Tbc1d14
10810	human	MIB1	"mouse, laboratory"	Mib1
10813	human	ALPK3	"mouse, laboratory"	Alpk3
10814	human	WDR35	"mouse, laboratory"	Wdr35
10815	human	IGSF9	"mouse, laboratory"	Igsf9
10817	human	LRRC7	"mouse, laboratory"	Lrrc7
10819	human	KLHL8	"mouse, laboratory"	Klhl8
10820	human	GPHN	"mouse, laboratory"	Gphn
10821	human	PREX1	"mouse, laboratory"	Prex1
10822	human	ARHGAP21	"mouse, laboratory"	Arhgap21
10823	human	SYT13	"mouse, laboratory"	Syt13
10825	human	WDFY1	"mouse, laboratory"	Wdfy1
10827	human	ZNF687	"mouse, laboratory"	Zfp687
10828	human	HOMEZ	"mouse, laboratory"	Homez
10829	human	BEGAIN	"mouse, laboratory"	Begain
10830	human	WDR48	"mouse, laboratory"	Wdr48
10833	human	ISLR2	"mouse, laboratory"	Islr2
10834	human	RELCH	"mouse, laboratory"	Relch
10835	human	TSHZ3	"mouse, laboratory"	Tshz3
10837	human	ZBTB2	"mouse, laboratory"	Zbtb2
10840	human	USP28	"mouse, laboratory"	Usp28
10841	human	PHF12	"mouse, laboratory"	Phf12
10842	human	CIP2A	"mouse, laboratory"	Cip2a
10843	human	GRAMD1A	"mouse, laboratory"	Gramd1a
10845	human	CALCOCO1	"mouse, laboratory"	Calcoco1
10846	human	ZBTB4	"mouse, laboratory"	Zbtb4
10848	human	PLEKHA4	"mouse, laboratory"	Plekha4
10853	human	ZBTB26	"mouse, laboratory"	Zbtb26
10854	human	CACHD1	"mouse, laboratory"	Cachd1
10855	human	VAT1L	"mouse, laboratory"	Vat1l
10856	human	MAGEE1	"mouse, laboratory"	Magee1
10858	human	USP37	"mouse, laboratory"	Usp37
10859	human	GBA2	"mouse, laboratory"	Gba2
10865	human	METTL14	"mouse, laboratory"	Mettl14
10869	human	BCL7A	"mouse, laboratory"	Bcl7a
10870	human	FGF6	"mouse, laboratory"	Fgf6
10873	human	LZTS1	"mouse, laboratory"	Lzts1
10874	human	FGF12	"mouse, laboratory"	Fgf12
10875	human	RAP2A	"mouse, laboratory"	Rap2a
10877	human	ZNFX1	"mouse, laboratory"	Znfx1
10883	human	ART4	"mouse, laboratory"	Art4
10884	human	NDUFV2	"mouse, laboratory"	Ndufv2
10885	human	NDUFV3	"mouse, laboratory"	Ndufv3
10889	human	ZNF8	"mouse, laboratory"	Zfp128
10895	human	SEZ6L	"mouse, laboratory"	Sez6l
10898	human	COTL1	"mouse, laboratory"	Cotl1
10899	human	CROT	"mouse, laboratory"	Crot
10901	human	TMX4	"mouse, laboratory"	Tmx4
10902	human	TRIB3	"mouse, laboratory"	Trib3
10904	human	ABHD16A	"mouse, laboratory"	Abhd16a
10905	human	BRINP2	"mouse, laboratory"	Brinp2
10907	human	RAB40C	"mouse, laboratory"	Rab40c
10909	human	POLD4	"mouse, laboratory"	Pold4
10910	human	CCAR2	"mouse, laboratory"	Ccar2
10912	human	CCDC181	"mouse, laboratory"	Ccdc181
10915	human	CATSPERG	"mouse, laboratory"	Catsperg2
10918	human	ZNF410	"mouse, laboratory"	Zfp410
10919	human	CADM3	"mouse, laboratory"	Cadm3
10920	human	WFDC1	"mouse, laboratory"	Wfdc1
10921	human	SQOR	"mouse, laboratory"	Sqor
10922	human	MS4A7	"mouse, laboratory"	Ms4a7
10924	human	NLRC4	"mouse, laboratory"	Nlrc4
10926	human	CREBZF	"mouse, laboratory"	Crebzf
10928	human	INIP	"mouse, laboratory"	Inip
10929	human	JAM2	"mouse, laboratory"	Jam2
10930	human	OVOL2	"mouse, laboratory"	Ovol2
10933	human	OSTC	"mouse, laboratory"	Ostc
10934	human	NTN4	"mouse, laboratory"	Ntn4
10935	human	DMRT3	"mouse, laboratory"	Dmrt3
10936	human	MID1IP1	"mouse, laboratory"	Mid1ip1
10938	human	LY6G6F	"mouse, laboratory"	Ly6g6f
10940	human	TRIM39	"mouse, laboratory"	Trim39
10941	human	CFAP298	"mouse, laboratory"	Cfap298
10942	human	NGB	"mouse, laboratory"	Ngb
10943	human	IL22RA1	"mouse, laboratory"	Il22ra1
10944	human	PGAP6	"mouse, laboratory"	Pgap6
10945	human	ZFYVE1	"mouse, laboratory"	Zfyve1
10948	human	SEZ6	"mouse, laboratory"	Sez6
10949	human	EVC	"mouse, laboratory"	Evc
10955	human	JMY	"mouse, laboratory"	Jmy
10957	human	CD200R1	"mouse, laboratory"	Cd200r1
10959	human	KCNE4	"mouse, laboratory"	Kcne4
10962	human	GSDMA	"mouse, laboratory"	Gsdma
10966	human	CALN1	"mouse, laboratory"	Caln1
10967	human	SORCS1	"mouse, laboratory"	Sorcs1
10968	human	PROKR1	"mouse, laboratory"	Prokr1
10969	human	RSAD2	"mouse, laboratory"	Rsad2
10970	human	VSTM2B	"mouse, laboratory"	Vstm2b
10971	human	SH3KBP1	"mouse, laboratory"	Sh3kbp1
10972	human	ZBP1	"mouse, laboratory"	Zbp1
10973	human	PDCD1LG2	"mouse, laboratory"	Pdcd1lg2
10974	human	BCL11B	"mouse, laboratory"	Bcl11b
10975	human	UBE2J2	"mouse, laboratory"	Ube2j2
10978	human	NKAIN4	"mouse, laboratory"	Nkain4
10980	human	HS1BP3	"mouse, laboratory"	Hs1bp3
10983	human	TRIM54	"mouse, laboratory"	Trim54
10984	human	CDC42EP5	"mouse, laboratory"	Cdc42ep5
10986	human	RNF32	"mouse, laboratory"	Rnf32
10988	human	SH3RF1	"mouse, laboratory"	Sh3rf1
10990	human	CARM1	"mouse, laboratory"	Carm1
10991	human	CRYBA2	"mouse, laboratory"	Cryba2
10992	human	NECAB3	"mouse, laboratory"	Necab3
10993	human	C1GALT1C1	"mouse, laboratory"	C1galt1c1
10994	human	BHLHE22	"mouse, laboratory"	Bhlhe22
10998	human	DCTN5	"mouse, laboratory"	Dctn5
10999	human	PRDM12	"mouse, laboratory"	Prdm12
11000	human	PRDM13	"mouse, laboratory"	Prdm13
11001	human	PLEKHA1	"mouse, laboratory"	Plekha1
11002	human	HRH4	"mouse, laboratory"	Hrh4
11003	human	TRPV4	"mouse, laboratory"	Trpv4
11005	human	SENP2	"mouse, laboratory"	Senp2
11006	human	PDLIM2	"mouse, laboratory"	Pdlim2
11007	human	RXFP1	"mouse, laboratory"	Rxfp1
11008	human	TMEM35A	"mouse, laboratory"	Tmem35a
11009	human	AFAP1	"mouse, laboratory"	Afap1
11012	human	HNRNPH3	"mouse, laboratory"	Hnrnph3
11013	human	MFAP3L	"mouse, laboratory"	Mfap3l
11014	human	TICAM2	"mouse, laboratory"	Ticam2
11015	human	PHLPP1	"mouse, laboratory"	Phlpp1
11020	human	NXPH4	"mouse, laboratory"	Nxph4
11022	human	SLC18A3	"mouse, laboratory"	Slc18a3
11023	human	NRIP2	"mouse, laboratory"	Nrip2
11025	human	FADS3	"mouse, laboratory"	Fads3
11026	human	OTX2	"mouse, laboratory"	Otx2
11027	human	AVPI1	"mouse, laboratory"	Avpi1
11030	human	CEP78	"mouse, laboratory"	Cep78
11031	human	S1PR5	"mouse, laboratory"	S1pr5
11032	human	IL21	"mouse, laboratory"	Il21
11033	human	EDA2R	"mouse, laboratory"	Eda2r
11034	human	RAI2	"mouse, laboratory"	Rai2
11035	human	CENPK	"mouse, laboratory"	Cenpk
11038	human	ADAM30	"mouse, laboratory"	Adam30
11039	human	PLAC1	"mouse, laboratory"	Plac1
11040	human	IL21R	"mouse, laboratory"	Il21r
11042	human	FAM3A	"mouse, laboratory"	Fam3a
11045	human	HAPLN2	"mouse, laboratory"	Hapln2
11047	human	LMAN1L	"mouse, laboratory"	Lman1l
11048	human	MRPS35	"mouse, laboratory"	Mrps35
11049	human	PPCDC	"mouse, laboratory"	Ppcdc
11052	human	TWNK	"mouse, laboratory"	Twnk
11053	human	AGBL5	"mouse, laboratory"	Agbl5
11055	human	KCNT1	"mouse, laboratory"	Kcnt1
11056	human	OR2B2	"mouse, laboratory"	Olfr1360
11057	human	FGF16	"mouse, laboratory"	Fgf16
11059	human	QKI	"mouse, laboratory"	Qk
11061	human	QTRT1	"mouse, laboratory"	Qtrt1
11062	human	SYT9	"mouse, laboratory"	Syt9
11063	human	FIGNL1	"mouse, laboratory"	Fignl1
11064	human	NPVF	"mouse, laboratory"	Npvf
11065	human	TP53INP1	"mouse, laboratory"	Trp53inp1
11066	human	FANCE	"mouse, laboratory"	Fance
11067	human	FGFRL1	"mouse, laboratory"	Fgfrl1
11070	human	RINT1	"mouse, laboratory"	Rint1
11072	human	ATG101	"mouse, laboratory"	Atg101
11073	human	EEFSEC	"mouse, laboratory"	Eefsec
11076	human	TRAPPC11	"mouse, laboratory"	Trappc11
11077	human	ZFAND3	"mouse, laboratory"	Zfand3
11078	human	C14orf93	"mouse, laboratory"	4931414P19Rik
11081	human	ABR	"mouse, laboratory"	Abr
11085	human	OPTN	"mouse, laboratory"	Optn
11087	human	ZNF277	"mouse, laboratory"	Zfp277
11090	human	FXYD6	"mouse, laboratory"	Fxyd6
11091	human	FXYD7	"mouse, laboratory"	Fxyd7
11092	human	FLII	"mouse, laboratory"	Flii
11093	human	FN3KRP	"mouse, laboratory"	Fn3krp
11094	human	TAF8	"mouse, laboratory"	Taf8
11097	human	CABLES1	"mouse, laboratory"	Cables1
11098	human	PERP	"mouse, laboratory"	Perp
11099	human	GPRC5C	"mouse, laboratory"	Gprc5c
11101	human	SDF2L1	"mouse, laboratory"	Sdf2l1
11102	human	MTBP	"mouse, laboratory"	Mtbp
11103	human	DEF6	"mouse, laboratory"	Def6
11104	human	GPR88	"mouse, laboratory"	Gpr88
11107	human	KCNK12	"mouse, laboratory"	Kcnk12
11112	human	RNF123	"mouse, laboratory"	Rnf123
11113	human	UBE2O	"mouse, laboratory"	Ube2o
11116	human	HEATR6	"mouse, laboratory"	Heatr6
11117	human	SH2D4A	"mouse, laboratory"	Sh2d4a
11122	human	GPATCH3	"mouse, laboratory"	Gpatch3
11123	human	HPS4	"mouse, laboratory"	Hps4
11125	human	TXNDC5	"mouse, laboratory"	Txndc5
11126	human	GALNT11	"mouse, laboratory"	Galnt11
11128	human	CIDEC	"mouse, laboratory"	Cidec
11129	human	ZNF335	"mouse, laboratory"	Zfp335
11130	human	ANKEF1	"mouse, laboratory"	Ankef1
11131	human	CHP2	"mouse, laboratory"	Chp2
11133	human	STEEP1	"mouse, laboratory"	Steep1
11134	human	PCIF1	"mouse, laboratory"	Pcif1
11136	human	GPSM3	"mouse, laboratory"	Gpsm3
11137	human	SLC44A1	"mouse, laboratory"	Slc44a1
11138	human	CLSPN	"mouse, laboratory"	Clspn
11139	human	PRDM16	"mouse, laboratory"	Prdm16
11140	human	TSPYL2	"mouse, laboratory"	Tspyl2
11142	human	CDH23	"mouse, laboratory"	Cdh23
11145	human	MCCC2	"mouse, laboratory"	Mccc2
11147	human	POPDC2	"mouse, laboratory"	Popdc2
11148	human	SAMSN1	"mouse, laboratory"	Samsn1
11150	human	SMOC2	"mouse, laboratory"	Smoc2
11151	human	PARVG	"mouse, laboratory"	Parvg
11152	human	TNMD	"mouse, laboratory"	Tnmd
11154	human	MOAP1	"mouse, laboratory"	Moap1
11155	human	SLC39A8	"mouse, laboratory"	Slc39a8
11156	human	NOD2	"mouse, laboratory"	Nod2
11161	human	TCTA	"mouse, laboratory"	Tcta
11163	human	IL1RN	"mouse, laboratory"	Il1rn
11166	human	ASIC4	"mouse, laboratory"	Asic4
11167	human	A1BG	"mouse, laboratory"	A1bg
11168	human	CASP7	"mouse, laboratory"	Casp7
11169	human	SNX16	"mouse, laboratory"	Snx16
11170	human	ADGRL4	"mouse, laboratory"	Adgrl4
11171	human	PI4KA	"mouse, laboratory"	Pi4ka
11172	human	NECAB1	"mouse, laboratory"	Necab1
11173	human	CBFB	"mouse, laboratory"	Cbfb
11174	human	C11orf24	"mouse, laboratory"	1810055G02Rik
11177	human	C17orf75	"mouse, laboratory"	5730455P16Rik
11179	human	KCNK15	"mouse, laboratory"	Kcnk15
11183	human	FXYD4	"mouse, laboratory"	Fxyd4
11184	human	ESS2	"mouse, laboratory"	Ess2
11185	human	ZNF296	"mouse, laboratory"	Zfp296
11186	human	ITM2C	"mouse, laboratory"	Itm2c
11187	human	TMUB1	"mouse, laboratory"	Tmub1
11188	human	ABHD8	"mouse, laboratory"	Abhd8
11190	human	SP5	"mouse, laboratory"	Sp5
11193	human	RNF25	"mouse, laboratory"	Rnf25
11199	human	ARAP3	"mouse, laboratory"	Arap3
11200	human	GZF1	"mouse, laboratory"	Gzf1
11202	human	TMEM168	"mouse, laboratory"	Tmem168
11203	human	MTMR14	"mouse, laboratory"	Mtmr14
11204	human	SUSD1	"mouse, laboratory"	Susd1
11207	human	MRPS25	"mouse, laboratory"	Mrps25
11208	human	NDST4	"mouse, laboratory"	Ndst4
11209	human	TLNRD1	"mouse, laboratory"	Tlnrd1
11210	human	NYX	"mouse, laboratory"	Nyx
11211	human	GPR135	"mouse, laboratory"	Gpr135
11213	human	ADCY5	"mouse, laboratory"	Adcy5
11214	human	PIM1	"mouse, laboratory"	Pim1
11216	human	MPEG1	"mouse, laboratory"	Mpeg1
11217	human	GALP	"mouse, laboratory"	Galp
11219	human	TNS1	"mouse, laboratory"	Tns1
11220	human	PIDD1	"mouse, laboratory"	Pidd1
11222	human	REM2	"mouse, laboratory"	Rem2
11223	human	DGCR8	"mouse, laboratory"	Dgcr8
11224	human	SCUBE1	"mouse, laboratory"	Scube1
11226	human	METTL17	"mouse, laboratory"	Mettl17
11227	human	ACBD3	"mouse, laboratory"	Acbd3
11228	human	MFSD1	"mouse, laboratory"	Mfsd1
11229	human	PLPPR2	"mouse, laboratory"	Plppr2
11232	human	RUSF1	"mouse, laboratory"	Rusf1
11236	human	PARP12	"mouse, laboratory"	Parp12
11237	human	GAREM1	"mouse, laboratory"	Garem1
11238	human	ZNF574	"mouse, laboratory"	Zfp574
11240	human	MEAF6	"mouse, laboratory"	Meaf6
11241	human	PCED1A	"mouse, laboratory"	Pced1a
11242	human	C11orf1	"mouse, laboratory"	1110032A03Rik
11244	human	FNDC3B	"mouse, laboratory"	Fndc3b
11245	human	MTHFSD	"mouse, laboratory"	Mthfsd
11246	human	MICAL1	"mouse, laboratory"	Mical1
11247	human	CERK	"mouse, laboratory"	Cerk
11248	human	CRTC3	"mouse, laboratory"	Crtc3
11249	human	TBC1D15	"mouse, laboratory"	Tbc1d15
11251	human	LMF2	"mouse, laboratory"	Lmf2
11253	human	IFT22	"mouse, laboratory"	Ift22
11254	human	CEP85	"mouse, laboratory"	Cep85
11256	human	MPHOSPH9	"mouse, laboratory"	Mphosph9
11258	human	IQCH	"mouse, laboratory"	Iqch
11259	human	EFCAB6	"mouse, laboratory"	Efcab6
11260	human	P2RY12	"mouse, laboratory"	P2ry12
11264	human	SPATA20	"mouse, laboratory"	Spata20
11265	human	YTHDC2	"mouse, laboratory"	Ythdc2
11266	human	SLC13A3	"mouse, laboratory"	Slc13a3
11268	human	AIDA	"mouse, laboratory"	Aida
11269	human	NIBAN2	"mouse, laboratory"	Niban2
11270	human	VWA1	"mouse, laboratory"	Vwa1
11275	human	RFX7	"mouse, laboratory"	Rfx7
11276	human	CDCP1	"mouse, laboratory"	Cdcp1
11277	human	PCDH20	"mouse, laboratory"	Pcdh20
11279	human	UNC13A	"mouse, laboratory"	Unc13a
11280	human	IREB2	"mouse, laboratory"	Ireb2
11281	human	RGS18	"mouse, laboratory"	Rgs18
11283	human	IZUMO1R	"mouse, laboratory"	Izumo1r
11284	human	BCL11A	"mouse, laboratory"	Bcl11a
11285	human	C12orf43	"mouse, laboratory"	2210016L21Rik
11286	human	ACTR8	"mouse, laboratory"	Actr8
11287	human	CASD1	"mouse, laboratory"	Casd1
11289	human	TTC23	"mouse, laboratory"	Ttc23
11290	human	NT5DC2	"mouse, laboratory"	Nt5dc2
11292	human	GPBP1	"mouse, laboratory"	Gpbp1
11293	human	MRPL44	"mouse, laboratory"	Mrpl44
11294	human	VPS33A	"mouse, laboratory"	Vps33a
11295	human	TMEM135	"mouse, laboratory"	Tmem135
11297	human	LAT2	"mouse, laboratory"	Lat2
11299	human	RTN4R	"mouse, laboratory"	Rtn4r
11300	human	IRAK1BP1	"mouse, laboratory"	Irak1bp1
11301	human	ZIC5	"mouse, laboratory"	Zic5
11302	human	ARL6IP6	"mouse, laboratory"	Arl6ip6
11303	human	ARID4A	"mouse, laboratory"	Arid4a
11304	human	HAPLN4	"mouse, laboratory"	Hapln4
11305	human	TM6SF1	"mouse, laboratory"	Tm6sf1
11306	human	JMJD4	"mouse, laboratory"	Jmjd4
11307	human	UPF3B	"mouse, laboratory"	Upf3b
11309	human	INTS3	"mouse, laboratory"	Ints3
11311	human	DNAI2	"mouse, laboratory"	Dnai2
11312	human	ANKRA2	"mouse, laboratory"	Ankra2
11314	human	SPATS2	"mouse, laboratory"	Spats2
11315	human	CPLANE1	"mouse, laboratory"	Cplane1
11317	human	COA7	"mouse, laboratory"	Coa7
11319	human	UBE2Z	"mouse, laboratory"	Ube2z
11320	human	C8orf33	"mouse, laboratory"	1110038F14Rik
11321	human	KCNK10	"mouse, laboratory"	Kcnk10
11322	human	AACS	"mouse, laboratory"	Aacs
11325	human	GNGT2	"mouse, laboratory"	Gngt2
11328	human	PLA2G12A	"mouse, laboratory"	Pla2g12a
11329	human	DCTPP1	"mouse, laboratory"	Dctpp1
11331	human	ATP5MK	"mouse, laboratory"	Atp5md
11332	human	SLC30A7	"mouse, laboratory"	Slc30a7
11337	human	RNF128	"mouse, laboratory"	Rnf128
11338	human	JAM3	"mouse, laboratory"	Jam3
11339	human	PUS3	"mouse, laboratory"	Pus3
11342	human	ZNF394	"mouse, laboratory"	Zkscan14
11345	human	COQ8A	"mouse, laboratory"	Coq8a
11346	human	STARD5	"mouse, laboratory"	Stard5
11347	human	MESD	"mouse, laboratory"	Mesd
11348	human	AKIRIN1	"mouse, laboratory"	Akirin1
11349	human	PWWP3A	"mouse, laboratory"	Pwwp3a
11350	human	LY6G6C	"mouse, laboratory"	Ly6g6c
11351	human	SYNC	"mouse, laboratory"	Sync
11355	human	MS4A10	"mouse, laboratory"	Ms4a10
11356	human	PLA2G12B	"mouse, laboratory"	Pla2g12b
11359	human	SLC44A4	"mouse, laboratory"	Slc44a4
11360	human	WDR31	"mouse, laboratory"	Wdr31
11363	human	RGL3	"mouse, laboratory"	Rgl3
11366	human	RIOX1	"mouse, laboratory"	Riox1
11367	human	POGLUT2	"mouse, laboratory"	Poglut2
11368	human	NIPA2	"mouse, laboratory"	Nipa2
11373	human	RD3	"mouse, laboratory"	Rd3
11374	human	ASZ1	"mouse, laboratory"	Asz1
11375	human	ABCB6	"mouse, laboratory"	Abcb6
11377	human	ZDHHC16	"mouse, laboratory"	Zdhhc16
11380	human	MPHOSPH8	"mouse, laboratory"	Mphosph8
11382	human	WDR54	"mouse, laboratory"	Wdr54
11384	human	TBX18	"mouse, laboratory"	Tbx18
11387	human	CEP70	"mouse, laboratory"	Cep70
11389	human	PLEKHJ1	"mouse, laboratory"	Plekhj1
11390	human	TSC22D4	"mouse, laboratory"	Tsc22d4
11393	human	CAPRIN2	"mouse, laboratory"	Caprin2
11395	human	ZBTB10	"mouse, laboratory"	Zbtb10
11396	human	KCTD14	"mouse, laboratory"	Kctd14
11397	human	DLK2	"mouse, laboratory"	Dlk2
11398	human	ANTKMT	"mouse, laboratory"	Antkmt
11400	human	DDRGK1	"mouse, laboratory"	Ddrgk1
11401	human	MRPL34	"mouse, laboratory"	Mrpl34
11404	human	MS4A5	"mouse, laboratory"	Ms4a5
11406	human	MOSPD3	"mouse, laboratory"	Mospd3
11407	human	SYNPR	"mouse, laboratory"	Synpr
11408	human	WDR7	"mouse, laboratory"	Wdr7
11409	human	ARHGEF11	"mouse, laboratory"	Arhgef11
11411	human	KISS1R	"mouse, laboratory"	Kiss1r
11415	human	SECISBP2	"mouse, laboratory"	Secisbp2
11416	human	VKORC1	"mouse, laboratory"	Vkorc1
11419	human	MTRR	"mouse, laboratory"	Mtrr
11421	human	DUSP26	"mouse, laboratory"	Dusp26
11422	human	MRPL57	"mouse, laboratory"	Mrpl57
11423	human	COLEC11	"mouse, laboratory"	Colec11
11424	human	PRR14	"mouse, laboratory"	Prr14
11426	human	GDAP1L1	"mouse, laboratory"	Gdap1l1
11428	human	TRIR	"mouse, laboratory"	Trir
11429	human	MIS12	"mouse, laboratory"	Mis12
11430	human	CUEDC2	"mouse, laboratory"	Cuedc2
11431	human	SCNM1	"mouse, laboratory"	Scnm1
11432	human	METRN	"mouse, laboratory"	Metrn
11433	human	DBNDD1	"mouse, laboratory"	Dbndd1
11434	human	SLX1B	"mouse, laboratory"	Slx1b
11435	human	NUDT9	"mouse, laboratory"	Nudt9
11436	human	DDA1	"mouse, laboratory"	Dda1
11437	human	GGCT	"mouse, laboratory"	Ggct
11438	human	CENPM	"mouse, laboratory"	Cenpm
11439	human	C7orf25	"mouse, laboratory"	AW209491
11440	human	TMEM106C	"mouse, laboratory"	Tmem106c
11441	human	NUP37	"mouse, laboratory"	Nup37
11442	human	FNDC11	"mouse, laboratory"	Fndc11
11445	human	C7orf26	"mouse, laboratory"	E130309D02Rik
11446	human	NABP2	"mouse, laboratory"	Nabp2
11447	human	KXD1	"mouse, laboratory"	Kxd1
11448	human	ZFYVE21	"mouse, laboratory"	Zfyve21
11449	human	TMEM38A	"mouse, laboratory"	Tmem38a
11450	human	KCTD15	"mouse, laboratory"	Kctd15
11451	human	PRRG4	"mouse, laboratory"	Prrg4
11452	human	PRRG3	"mouse, laboratory"	Prrg3
11455	human	ASB9	"mouse, laboratory"	Asb9
11456	human	ELOVL6	"mouse, laboratory"	Elovl6
11457	human	FASTKD3	"mouse, laboratory"	Fastkd3
11458	human	TMEM109	"mouse, laboratory"	Tmem109
11459	human	C2orf49	"mouse, laboratory"	AI597479
11461	human	C1orf50	"mouse, laboratory"	AU022252
11465	human	MLPH	"mouse, laboratory"	Mlph
11466	human	WDR77	"mouse, laboratory"	Wdr77
11467	human	SLC25A23	"mouse, laboratory"	Slc25a23
11469	human	CARD14	"mouse, laboratory"	Card14
11470	human	CHAC1	"mouse, laboratory"	Chac1
11471	human	C11orf49	"mouse, laboratory"	1110051M20Rik
11472	human	TAF1D	"mouse, laboratory"	Taf1d
11473	human	MAPKAP1	"mouse, laboratory"	Mapkap1
11474	human	NDUFAF5	"mouse, laboratory"	Ndufaf5
11475	human	APOO	"mouse, laboratory"	Apoo
11476	human	MRPL38	"mouse, laboratory"	Mrpl38
11478	human	MINDY3	"mouse, laboratory"	Mindy3
11479	human	ARL2BP	"mouse, laboratory"	Arl2bp
11481	human	MFN1	"mouse, laboratory"	Mfn1
11482	human	CCDC127	"mouse, laboratory"	Ccdc127
11483	human	DERL1	"mouse, laboratory"	Derl1
11484	human	ECHDC3	"mouse, laboratory"	Echdc3
11486	human	CMTM3	"mouse, laboratory"	Cmtm3
11488	human	SMTNL1	"mouse, laboratory"	Smtnl1
11489	human	FBLN7	"mouse, laboratory"	Fbln7
11490	human	FAM13C	"mouse, laboratory"	Fam13c
11491	human	KIF23	"mouse, laboratory"	Kif23
11492	human	TMEM79	"mouse, laboratory"	Tmem79
11495	human	KATNBL1	"mouse, laboratory"	Katnbl1
11497	human	HDHD3	"mouse, laboratory"	Hdhd3
11498	human	VPS50	"mouse, laboratory"	Vps50
11500	human	MXRA8	"mouse, laboratory"	Mxra8
11501	human	STARD3NL	"mouse, laboratory"	Stard3nl
11505	human	ECRG4	"mouse, laboratory"	Ecrg4
11506	human	KY	"mouse, laboratory"	Ky
11507	human	RETREG2	"mouse, laboratory"	Retreg2
11509	human	CCDC28B	"mouse, laboratory"	Ccdc28b
11510	human	MBOAT7	"mouse, laboratory"	Mboat7
11511	human	PPDPF	"mouse, laboratory"	Ppdpf
11513	human	FKRP	"mouse, laboratory"	Fkrp
11515	human	TNIP2	"mouse, laboratory"	Tnip2
11516	human	PLEKHF1	"mouse, laboratory"	Plekhf1
11517	human	MFSD11	"mouse, laboratory"	Mfsd11
11520	human	LENG1	"mouse, laboratory"	Leng1
11522	human	PRR15L	"mouse, laboratory"	Prr15l
11525	human	BRME1	"mouse, laboratory"	Brme1
11526	human	CRELD2	"mouse, laboratory"	Creld2
11529	human	SLC27A3	"mouse, laboratory"	Slc27a3
11530	human	BRCC3	"mouse, laboratory"	Brcc3
11531	human	FSD1	"mouse, laboratory"	Fsd1
11532	human	TMEM43	"mouse, laboratory"	Tmem43
11533	human	THOC6	"mouse, laboratory"	Thoc6
11535	human	NDUFS7	"mouse, laboratory"	Ndufs7
11536	human	WT1	"mouse, laboratory"	Wt1
11538	human	UBXN6	"mouse, laboratory"	Ubxn6
11542	human	SOST	"mouse, laboratory"	Sost
11544	human	SUN1	"mouse, laboratory"	Sun1
11545	human	LUZP1	"mouse, laboratory"	Luzp1
11546	human	SVBP	"mouse, laboratory"	Svbp
